"Journal Data Filtered By:  Selected Categories: MANAGEMENT Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2024 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2024 JIF,JIF Quartile,2024 JCI,% of Citable OA
"Sport Management Review","SPORT MANAG REV","TAYLOR & FRANCIS LTD","1441-3523","1839-2083","MANAGEMENT","SSCI","3,238","3.8","Q2","0.89","16.33"%,
"Knowledge Management Research & Practice","KNOWL MAN RES PRACT","TAYLOR & FRANCIS LTD","1477-8238","1477-8246","MANAGEMENT","SSCI","2,043","3.8","Q2","0.88","7.69"%,
"JOURNAL OF MANAGEMENT INQUIRY","J MANAGE INQUIRY","SAGE PUBLICATIONS INC","1056-4926","1552-6542","MANAGEMENT","SSCI","2,262","3.8","Q2","0.87","44.93"%,
"Journal of Management Science and Engineering","J MANAGE SCI ENG","KEAI PUBLISHING LTD","2096-2320","2589-5532","MANAGEMENT","ESCI","680","3.7","Q2","1.25","96.97"%,
"European Journal of Management and Business Economics","EUR J MANAG BUS ECON","EMERALD GROUP PUBLISHING LTD","2444-8451","2444-8494","MANAGEMENT","ESCI","861","3.7","Q2","1.16","100"%,
"European Sport Management Quarterly","EUR SPORT MANAG Q","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1618-4742","1746-031X","MANAGEMENT","SSCI","2,432","3.7","Q2","0.79","21.17"%,
"International Journal of Lean Six Sigma","INT J LEAN SIX SIG","EMERALD GROUP PUBLISHING LTD","2040-4166","2040-4174","MANAGEMENT","SSCI","1,813","3.7","Q2","0.72","8.74"%,
"LEADERSHIP & ORGANIZATION DEVELOPMENT JOURNAL","LEADERSHIP ORG DEV J","EMERALD GROUP PUBLISHING LTD","0143-7739","1472-5347","MANAGEMENT","SSCI","4,276","3.6","Q2","0.96","6.47"%,
"Logistics-Basel","LOGISTICS-BASEL","MDPI","N/A","2305-6290","MANAGEMENT","ESCI","1,487","3.6","Q2","0.75","100"%,
"Research in Organizational Behavior","RES ORGAN BEHAV","ELSEVIER SCIENCE INC","0191-3085","0191-3085","MANAGEMENT","SSCI","4,720","3.6","Q2","0.66","32"%,
"Journal of Management Control","J MANAG CONTROL","SPRINGER","2191-4761","2191-477X","MANAGEMENT","ESCI","579","3.6","Q2","0.65","72.34"%,
"Information Systems and E-Business Management","INF SYST E-BUS MANAG","SPRINGER HEIDELBERG","1617-9846","1617-9854","MANAGEMENT","SSCI","1,205","3.6","Q2","0.6","58.7"%,
"INTERNATIONAL JOURNAL OF MANPOWER","INT J MANPOWER","EMERALD GROUP PUBLISHING LTD","0143-7720","1758-6577","MANAGEMENT","SSCI","3,881","3.5","Q2","1.33","7.87"%,
"JOURNAL OF OCCUPATIONAL AND ORGANIZATIONAL PSYCHOLOGY","J OCCUP ORGAN PSYCH","WILEY","0963-1798","2044-8325","MANAGEMENT","SSCI","6,273","3.5","Q2","1.19","44.85"%,
"Eurasian Business Review","EURASIAN BUS REV","SPRINGER HEIDELBERG","1309-4297","2147-4281","MANAGEMENT","SSCI","856","3.5","Q2","1.03","42.53"%,
"JOURNAL OF SPORT MANAGEMENT","J SPORT MANAGE","HUMAN KINETICS PUBL INC","0888-4773","1543-270X","MANAGEMENT","SSCI","3,012","3.5","Q2","1.03","4.1"%,
"GROUP & ORGANIZATION MANAGEMENT","GROUP ORGAN MANAGE","SAGE PUBLICATIONS INC","1059-6011","1552-3993","MANAGEMENT","SSCI","4,010","3.5","Q2","1.01","19.32"%,
"German Journal of Human Resource Management-Zeitschrift fur Personalforschung","GER J HUM RESOUR MAN","SAGE PUBLICATIONS INC","2397-0022","2397-0030","MANAGEMENT","SSCI","478","3.5","Q2","0.88","42.31"%,
"International Journal of Productivity and Performance Management","INT J PRODUCT PERFOR","EMERALD GROUP PUBLISHING LTD","1741-0401","1758-6658","MANAGEMENT","ESCI","4,440","3.5","Q2","0.78","4.25"%,
"Journal of Science and Technology Policy Management","J SCI TECHNOL POLICY","EMERALD GROUP PUBLISHING LTD","2053-4620","1758-5538","MANAGEMENT","ESCI","1,454","3.5","Q2","0.73","1.68"%,
"Management Research Review","MANAG RES REV","EMERALD GROUP PUBLISHING LTD","2040-8269","2040-8277","MANAGEMENT","ESCI","3,286","3.5","Q2","0.71","7.26"%,
"Journal of Trust Research","J TRUST RES","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2151-5581","2151-559X","MANAGEMENT","ESCI","404","3.5","Q2","0.7","35.48"%,
"Strategy Science","STRATEG SCI","INFORMS","2333-2050","2333-2077","MANAGEMENT","ESCI","903","3.4","Q2","1.1","1.27"%,
"European Journal of Work and Organizational Psychology","EUR J WORK ORGAN PSY","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1359-432X","1464-0643","MANAGEMENT","SSCI","5,728","3.4","Q2","1.08","29.27"%,
"Journal of Organizational and End User Computing","J ORGAN END USER COM","IGI GLOBAL","1546-2234","1546-5012","MANAGEMENT","SSCI","1,217","3.4","Q2","1.06","99.18"%,
"Innovation & Management Review","INNOV MANAG REV","EMERALD GROUP PUBLISHING LTD","2515-8961","2515-8961","MANAGEMENT","ESCI","444","3.4","Q2","0.83","98.61"%,
"Journal of Family Business Management","J FAM BUS MANAG","EMERALD GROUP PUBLISHING LTD","2043-6238","2043-6246","MANAGEMENT","ESCI","1,358","3.4","Q2","0.81","12.87"%,
"BRQ-Business Research Quarterly","BRQ-BUS RES Q","SAGE PUBLICATIONS INC","2340-9444","2340-9444","MANAGEMENT","SSCI","1,199","3.4","Q2","0.68","91.94"%,
"International Journal of Construction Management","INT J CONSTR MANAG","TAYLOR & FRANCIS LTD","1562-3599","2331-2327","MANAGEMENT","ESCI","4,127","3.4","Q2","0.66","7.66"%,
"School Leadership & Management","SCH LEADERSH MANAG","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1363-2434","1364-2626","MANAGEMENT","ESCI","1,661","3.3","Q2","0.97","27.5"%,
"Journal of Organizational Effectiveness-People and Performance","J ORGAN EFF-PEOPLE P","EMERALD GROUP PUBLISHING LTD","2051-6614","2051-6622","MANAGEMENT","ESCI","1,030","3.3","Q2","0.8","6.88"%,
"Journal of Industrial Integration and Management-Innovation and Entrepreneurship","J IND INTEGR MANAG","WORLD SCIENTIFIC PUBL CO PTE LTD","2424-8622","2424-8630","MANAGEMENT","ESCI","598","3.3","Q2","0.77","0"%,
"International Journal of Energy Sector Management","INT J ENERGY SECT MA","EMERALD GROUP PUBLISHING LTD","1750-6220","1750-6239","MANAGEMENT","ESCI","1,442","3.3","Q2","0.72","1.19"%,
"Journal of Fashion Marketing and Management","J FASH MARK MANAG","EMERALD GROUP PUBLISHING LTD","1361-2026","1758-7433","MANAGEMENT","SSCI","2,554","3.3","Q2","0.71","2.72"%,
"EMPLOYEE RELATIONS","EMPL RELAT","EMERALD GROUP PUBLISHING LTD","0142-5455","1758-7069","MANAGEMENT","SSCI","3,161","3.2","Q2","1.05","10.13"%,
"Administrative Sciences","ADM SCI","MDPI","N/A","2076-3387","MANAGEMENT","ESCI","3,100","3.1","Q2","0.83","100"%,
"ORGANIZATION","ORGANIZATION","SAGE PUBLICATIONS LTD","1350-5084","1461-7323","MANAGEMENT","SSCI","4,722","3.1","Q2","0.72","42.77"%,
"Triple Helix","TRIPLE HELIX-NETH","BRILL","2590-0366","2197-1927","MANAGEMENT","ESCI","282","3.1","Q2","0.69","90.91"%,
"Qualitative Research in Accounting and Management","QUAL RES ACCOUNT MAN","EMERALD GROUP PUBLISHING LTD","1176-6093","1758-7654","MANAGEMENT","SSCI","863","3.1","Q2","0.68","16.47"%,
"JOURNAL OF MANAGEMENT DEVELOPMENT","J MANAG DEV","EMERALD GROUP PUBLISHING LTD","0262-1711","1758-7492","MANAGEMENT","ESCI","2,717","3.1","Q2","0.65","4.39"%,
"Vision-The Journal of Business Perspective","VISION-INDIA","SAGE PUBLICATIONS INDIA PVT LTD","0972-2629","2249-5304","MANAGEMENT","ESCI","1,038","3.1","Q2","0.59","4.73"%,
"International Journal of Managing Projects in Business","INT J MANAG PROJ BUS","EMERALD GROUP PUBLISHING LTD","1753-8378","1753-8386","MANAGEMENT","SSCI","1,898","3.1","Q2","0.57","16.15"%,
"GENDER WORK AND ORGANIZATION","GENDER WORK ORGAN","WILEY","0968-6673","1468-0432","MANAGEMENT","SSCI","5,544","3","Q2","1.39","62.26"%,
"Cornell Hospitality Quarterly","CORNELL HOSP Q","SAGE PUBLICATIONS INC","1938-9655","1938-9663","MANAGEMENT","SSCI","1,974","3","Q2","0.93","14.44"%,
"Journal of Strategy and Management","J STRATEGY MANAG","EMERALD GROUP PUBLISHING LTD","1755-425X","1755-425X","MANAGEMENT","ESCI","1,224","3","Q2","0.79","7.81"%,
"International Journal of Emerging Markets","INT J EMERG MARK","EMERALD GROUP PUBLISHING LTD","1746-8809","1746-8817","MANAGEMENT","SSCI","3,851","3","Q2","0.76","4.01"%,
"Journal of Marketing Management","J MARKET MANAG-UK","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0267-257X","1472-1376","MANAGEMENT","SSCI","5,487","3","Q2","0.69","21.74"%,
"International Journal of Quality & Reliability Management","INT J QUAL RELIAB MA","EMERALD GROUP PUBLISHING LTD","0265-671X","1758-6682","MANAGEMENT","ESCI","3,679","3","Q2","0.66","3.79"%,
"Management and Organization Review","MANAGE ORGAN REV","CAMBRIDGE UNIV PRESS","1740-8776","1740-8784","MANAGEMENT","SSCI","2,153","3","Q2","0.65","26.85"%,
"MANAGEMENT LEARNING","MANAGE LEARN","SAGE PUBLICATIONS LTD","1350-5076","1461-7307","MANAGEMENT","SSCI","2,219","3","Q2","0.61","51.28"%,
"Cross Cultural & Strategic Management","CROSS CULT STRATEG M","EMERALD GROUP PUBLISHING LTD","2059-5794","2059-5794","MANAGEMENT","SSCI","779","3","Q2","0.54","4.04"%,
"RESEARCH-TECHNOLOGY MANAGEMENT","RES TECHNOL MANAGE","TAYLOR & FRANCIS INC","0895-6308","1930-0166","MANAGEMENT","SSCI","1,731","3","Q2","0.31","23.23"%,
"VINE Journal of Information and Knowledge Management Systems","VINE J INF KNOWL MAN","EMERALD GROUP PUBLISHING LTD","2059-5891","2059-5905","MANAGEMENT","ESCI","1,293","2.9","Q2","0.83","4"%,
"Quality Management Journal","QUAL MANAG J","TAYLOR & FRANCIS LTD","1068-6967","2575-6222","MANAGEMENT","ESCI","426","2.9","Q2","0.79","8"%,
"MIS Quarterly Executive","MIS Q EXEC","INDIANA UNIV, OPER & DECISION TECHNOL DEPT","1540-1960","1540-1979","MANAGEMENT","SSCI","1,552","2.9","Q2","0.76","0"%,
"Information Technology & Management","INFORM TECHNOL MANAG","SPRINGER","1385-951X","1573-7667","MANAGEMENT","SSCI","888","2.9","Q2","0.66","12.09"%,
"International Journal of Organizational Analysis","INT J ORGAN ANAL","EMERALD GROUP PUBLISHING LTD","1934-8835","1758-8561","MANAGEMENT","ESCI","2,978","2.9","Q2","0.64","5.2"%,
"International Transactions in Operational Research","INT T OPER RES","WILEY","0969-6016","1475-3995","MANAGEMENT","SSCI","3,683","2.9","Q2","0.64","16.43"%,
"Central European Management Journal","CENT EUR MANAG J","EMERALD GROUP PUBLISHING LTD","2658-0845","2658-2430","MANAGEMENT","ESCI","290","2.9","Q2","0.53","99.07"%,
"IJISPM-International Journal of Information Systems and Project Management","IJISPM-INT J INF SYS","SCIKA","2182-7796","2182-7788","MANAGEMENT","ESCI","429","2.9","Q2","0.53","100"%,
"Journal of Management & Organization","J MANAGE ORGAN","CAMBRIDGE UNIV PRESS","1833-3672","1839-3527","MANAGEMENT","SSCI","3,000","2.8","Q2","0.8","28.77"%,
"European Management Review","EUR MANAG REV","WILEY PERIODICALS, INC","1740-4754","1740-4762","MANAGEMENT","SSCI","1,908","2.8","Q2","0.72","48.68"%,
"Journal of Humanitarian Logistics and Supply Chain Management","J HUMANIT LOGIST SUP","EMERALD GROUP PUBLISHING LTD","2042-6747","2042-6755","MANAGEMENT","ESCI","770","2.8","Q2","0.72","76.25"%,
"Managerial Auditing Journal","MANAG AUDIT J","EMERALD GROUP PUBLISHING LTD","0268-6902","1758-7735","MANAGEMENT","SSCI","2,543","2.8","Q2","0.71","1.63"%,
"TECHNOLOGY ANALYSIS & STRATEGIC MANAGEMENT","TECHNOL ANAL STRATEG","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0953-7325","1465-3990","MANAGEMENT","SSCI","5,546","2.8","Q2","0.63","4.92"%,
"FIIB Business Review","FIIB BUS REV","SAGE PUBLICATIONS INDIA PVT LTD","2319-7145","2455-2658","MANAGEMENT","ESCI","911","2.8","Q2","0.61","2.5"%,
"European Journal of Training and Development","EUR J TRAIN DEV","EMERALD GROUP PUBLISHING LTD","2046-9012","2046-9020","MANAGEMENT","ESCI","1,470","2.8","Q2","0.55","8.9"%,
"Asian Business & Management","ASIAN BUS MANAG","PALGRAVE MACMILLAN LTD","1472-4782","1476-9328","MANAGEMENT","SSCI","908","2.8","Q2","0.5","13.83"%,
"JOURNAL OF FORECASTING","J FORECASTING","WILEY","0277-6693","1099-131X","MANAGEMENT","SSCI","3,044","2.7","Q3","0.81","19.69"%,
"Journal of Managerial Psychology","J MANAGE PSYCHOL","EMERALD GROUP PUBLISHING LTD","0268-3946","1758-7778","MANAGEMENT","SSCI","4,862","2.7","Q3","0.79","5.81"%,
"MANAGERIAL AND DECISION ECONOMICS","MANAG DECIS ECON","JOHN WILEY & SONS LTD","0143-6570","1099-1468","MANAGEMENT","SSCI","4,177","2.7","Q3","0.75","8.02"%,
"Journal of Work-Applied Management","J WORK-APPL MANAGE","EMERALD GROUP PUBLISHING LTD","2205-2062","2205-149X","MANAGEMENT","ESCI","389","2.7","Q3","0.73","98.78"%,
"Journal of Global Operations and Strategic Sourcing","J GLOB OPER STRATEG","EMERALD GROUP PUBLISHING LTD","2398-5364","2398-5364","MANAGEMENT","ESCI","647","2.7","Q3","0.71","2.17"%,
"JOURNAL OF ORGANIZATIONAL CHANGE MANAGEMENT","J ORGAN CHANGE MANAG","EMERALD GROUP PUBLISHING LTD","0953-4814","1758-7816","MANAGEMENT","SSCI","3,137","2.7","Q3","0.71","9.5"%,
"Learning Organization","LEARN ORGAN","EMERALD GROUP PUBLISHING LTD","0969-6474","1758-7905","MANAGEMENT","ESCI","1,405","2.7","Q3","0.63","17.79"%,
"JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY","J OPER RES SOC","TAYLOR & FRANCIS LTD","0160-5682","1476-9360","MANAGEMENT","SSCI","9,198","2.7","Q3","0.57","10.02"%,
"Journal of Facilities Management","J FACIL MANAG","EMERALD GROUP PUBLISHING LTD","1472-5967","1741-0983","MANAGEMENT","ESCI","1,057","2.7","Q3","0.55","7.2"%,
"Journal of Competitiveness","J COMPETITIVENESS","UNIV TOMASE BATI & ZLINE, FAK MANAGEMENTU EKONOMIKY","1804-171X","1804-1728","MANAGEMENT","SSCI","1,055","2.6","Q3","1.05","78.03"%,
"Gender in Management","GEND MANAG","EMERALD GROUP PUBLISHING LTD","1754-2413","1754-2421","MANAGEMENT","SSCI","2,244","2.6","Q3","0.86","9.66"%,
"Journal of Advances in Management Research","J ADV MANAG RES","EMERALD GROUP PUBLISHING LTD","0972-7981","2049-3207","MANAGEMENT","ESCI","977","2.6","Q3","0.65","1.69"%,
"OPERATIONS RESEARCH","OPER RES","INFORMS","0030-364X","N/A","MANAGEMENT","SSCI","15,475","2.6","Q3","0.54","1.61"%,
"Engineering Management Journal","ENG MANAG J","TAYLOR & FRANCIS LTD","1042-9247","2377-0643","MANAGEMENT","SSCI","882","2.6","Q3","0.39","2.2"%,
"Nankai Business Review International","NANKAI BUS REV NT","EMERALD GROUP PUBLISHING LTD","2040-8749","2040-8757","MANAGEMENT","ESCI","741","2.6","Q3","0.35","0"%,
"GROUP DECISION AND NEGOTIATION","GROUP DECIS NEGOT","SPRINGER","0926-2644","1572-9907","MANAGEMENT","SSCI","1,420","2.5","Q3","1.12","24.24"%,
"International Journal of Public Sector Management","INT J PUBLIC SECT MA","EMERALD GROUP PUBLISHING LTD","0951-3558","1758-6666","MANAGEMENT","ESCI","1,775","2.5","Q3","0.77","20"%,
"ORGANIZATIONAL DYNAMICS","ORGAN DYN","ELSEVIER SCIENCE INC","0090-2616","1873-3530","MANAGEMENT","SSCI","3,022","2.5","Q3","0.77","30.3"%,
"SYSTEM DYNAMICS REVIEW","SYST DYNAM REV","WILEY","0883-7066","1099-1727","MANAGEMENT","SSCI","1,625","2.5","Q3","0.73","53.62"%,
"Baltic Journal of Management","BALT J MANAG","EMERALD GROUP PUBLISHING LTD","1746-5265","1746-5273","MANAGEMENT","SSCI","1,128","2.5","Q3","0.65","15.32"%,
"DECISION SCIENCES","DECISION SCI","WILEY","0011-7315","1540-5915","MANAGEMENT","SSCI","4,702","2.5","Q3","0.59","25.37"%,
"Scandinavian Journal of Management","SCAND J MANAG","ELSEVIER SCI LTD","0956-5221","1873-3387","MANAGEMENT","SSCI","1,739","2.5","Q3","0.57","45.98"%,
"Journal of Co-operative Organization and Management","J CO-OP ORGAN MANAG","ELSEVIER","2213-297X","2213-2988","MANAGEMENT","ESCI","357","2.5","Q3","0.55","39.62"%,
"Management Communication Quarterly","MANAGE COMMUN Q","SAGE PUBLICATIONS INC","0893-3189","1552-6798","MANAGEMENT","SSCI","1,848","2.4","Q3","0.82","15.15"%,
"INTERNATIONAL JOURNAL OF SELECTION AND ASSESSMENT","INT J SELECT ASSESS","WILEY","0965-075X","1468-2389","MANAGEMENT","SSCI","1,925","2.4","Q3","0.73","44.54"%,
"JOURNAL OF APPLIED BEHAVIORAL SCIENCE","J APPL BEHAV SCI","SAGE PUBLICATIONS INC","0021-8863","1552-6879","MANAGEMENT","SSCI","2,534","2.4","Q3","0.72","36.26"%,
"International Journal of Disclosure and Governance","INT J DISCL GOV","PALGRAVE MACMILLAN LTD","1741-3591","1746-6539","MANAGEMENT","ESCI","769","2.4","Q3","0.61","14.79"%,
"Journal of Chinese Human Resources Management","J CHIN HUM RESOUR MA","WORLD SCI PUBL HOUSE","2040-8005","2040-8013","MANAGEMENT","ESCI","255","2.4","Q3","0.58","13.33"%,
"Maritime Business Review","MARIT BUS REV","EMERALD GROUP PUBLISHING LTD","2397-3757","2397-3765","MANAGEMENT","ESCI","364","2.4","Q3","0.58","100"%,
"International Journal of Cross Cultural Management","INT J CROSS CULT MAN","SAGE PUBLICATIONS INC","1470-5958","1741-2838","MANAGEMENT","ESCI","1,019","2.4","Q3","0.56","24.69"%,
"International Journal of Educational Management","INT J EDUC MANAG","EMERALD GROUP PUBLISHING LTD","0951-354X","1758-6518","MANAGEMENT","ESCI","2,622","2.4","Q3","0.56","5.78"%,
"Journal of Multi-Criteria Decision Analysis","J MULTI-CRITERIA DEC","WILEY","1057-9214","1099-1360","MANAGEMENT","ESCI","646","2.4","Q3","0.45","20"%,
"Tec Empresarial","TEC EMPRESARIAL","INST TECNOLOGICO COSTA RICA","1659-2395","1659-2395","MANAGEMENT","ESCI","124","2.4","Q3","0.4","91.67"%,
"Work Aging and Retirement","WORK AGING RETIRE","OXFORD UNIV PRESS","2054-4642","2054-4650","MANAGEMENT","SSCI","972","2.3","Q3","0.79","26.53"%,
"Science and Public Policy","SCI PUBL POLICY","OXFORD UNIV PRESS","0302-3427","1471-5430","MANAGEMENT","SSCI","3,140","2.3","Q3","0.74","39.26"%,
"Chinese Management Studies","CHIN MANAG STUD","EMERALD GROUP PUBLISHING LTD","1750-614X","1750-6158","MANAGEMENT","SSCI","1,483","2.3","Q3","0.48","0.9"%,
"Journal of Innovation Economics & Management","J INNOV ECON MANAG","DE BOECK UNIV","N/A","2032-5355","MANAGEMENT","ESCI","434","2.3","Q3","0.48","2.35"%,
"Journal of Professions and Organization","J PROF ORGAN","OXFORD UNIV PRESS","2051-8803","2051-8811","MANAGEMENT","ESCI","566","2.2","Q3","0.85","40.91"%,
"Equality Diversity and Inclusion","EQUAL DIVERS INCL","EMERALD GROUP PUBLISHING LTD","2040-7149","2040-7157","MANAGEMENT","ESCI","1,842","2.2","Q3","0.76","8.37"%,
"International Journal of Islamic and Middle Eastern Finance and Management","INT J ISLAMIC MIDDLE","EMERALD GROUP PUBLISHING LTD","1753-8394","1753-8408","MANAGEMENT","SSCI","1,507","2.2","Q3","0.67","2.38"%,
"Computational Economics","COMPUT ECON","SPRINGER","0927-7099","1572-9974","MANAGEMENT","SSCI","2,293","2.2","Q3","0.64","20.34"%,
"Journal of Contingencies and Crisis Management","J CONTING CRISIS MAN","WILEY","0966-0879","1468-5973","MANAGEMENT","SSCI","1,994","2.2","Q3","0.57","36.93"%,
"Leadership","LEADERSHIP-LONDON","SAGE PUBLICATIONS INC","1742-7150","1742-7169","MANAGEMENT","SSCI","1,399","2.2","Q3","0.5","44.3"%,
"Journal of Modelling in Management","J MODEL MANAG","EMERALD GROUP PUBLISHING LTD","1746-5664","1746-5672","MANAGEMENT","ESCI","1,321","2.2","Q3","0.48","0"%,
"Team Performance Management","TEAM PERFORM MANAG","EMERALD GROUP PUBLISHING LTD","1352-7592","1758-6860","MANAGEMENT","ESCI","679","2.2","Q3","0.47","5.45"%,
"RAUSP Management Journal","RAUSP MANAG J","EMERALD GROUP PUBLISHING LTD","2531-0488","2531-0488","MANAGEMENT","ESCI","514","2.2","Q3","0.36","96.88"%,
"JOURNAL OF CHANGE MANAGEMENT","J CHANG MANAG","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1469-7017","1479-1811","MANAGEMENT","ESCI","1,062","2.1","Q3","0.69","43.75"%,
"Action Research","ACTION RES-LONDON","SAGE PUBLICATIONS LTD","1476-7503","1741-2617","MANAGEMENT","SSCI","982","2.1","Q3","0.63","34.69"%,
"INDUSTRIAL AND COMMERCIAL TRAINING","IND COMMER TRAIN","EMERALD GROUP PUBLISHING LTD","0019-7858","1758-5767","MANAGEMENT","ESCI","842","2.1","Q3","0.63","0"%,
"EURO Journal on Decision Processes","EURO J DECIS PROCESS","ELSEVIER","2193-9438","2193-9446","MANAGEMENT","ESCI","199","2.1","Q3","0.62","100"%,
"Cuadernos de Gestion","CUAD GEST","UNIV PAIS VASCO, INST ECONOMIA APLICADA EMPRESA","1131-6837","1988-2157","MANAGEMENT","ESCI","222","2.1","Q3","0.45","100"%,
"AUSTRALIAN JOURNAL OF MANAGEMENT","AUST J MANAGE","SAGE PUBLICATIONS LTD","0312-8962","1327-2020","MANAGEMENT","SSCI","1,686","2.1","Q3","0.42","25.83"%,
"REGE-Revista de Gestao","REGE-REV GEST","EMERALD GROUP PUBLISHING LTD","1809-2276","2177-8736","MANAGEMENT","ESCI","431","2.1","Q3","0.4","97.01"%,
"International Journal of Knowledge Management","INT J KNOWL MANAG","IGI GLOBAL","1548-0666","1548-0658","MANAGEMENT","ESCI","274","2.1","Q3","0.38","100"%,
"INTERNATIONAL STUDIES OF MANAGEMENT & ORGANIZATION","INT STUD MANAG ORG","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0020-8825","1558-0911","MANAGEMENT","ESCI","803","2.1","Q3","0.36","15.87"%,
"Amfiteatru Economic","AMFITEATRU ECON","EDITURA ASE","1582-9146","2247-9104","MANAGEMENT","SSCI","966","2","Q3","0.54","91.4"%,
"Disaster Prevention and Management","DISASTER PREV MANAG","EMERALD GROUP PUBLISHING LTD","0965-3562","1758-6100","MANAGEMENT","SSCI","1,682","2","Q3","0.48","13.82"%,
"Journal of Global Mobility-The Home of Expatriate Management Research","J GLOB MOBIL","EMERALD GROUP PUBLISHING LTD","2049-8799","2049-8802","MANAGEMENT","ESCI","525","2","Q3","0.47","15.79"%,
"Evidence-based HRM-A Global Forum for Empirical Scholarship","EVID-BASED HRM","EMERALD GROUP PUBLISHING LTD","2049-3983","2049-3991","MANAGEMENT","ESCI","495","2","Q3","0.46","1.2"%,
"Journal of Global Sport Management","J GLOB SPORT MANAGE","TAYLOR & FRANCIS LTD","2470-4067","2470-4075","MANAGEMENT","ESCI","438","1.9","Q3","0.82","7.19"%,
"Nonprofit Management & Leadership","NONPROFIT MANAG LEAD","WILEY PERIODICALS, INC","1048-6682","1542-7854","MANAGEMENT","SSCI","1,506","1.9","Q3","0.73","25.42"%,
"SMALL GROUP RESEARCH","SMALL GR RES","SAGE PUBLICATIONS INC","1046-4964","1552-8278","MANAGEMENT","SSCI","2,118","1.9","Q3","0.71","28.89"%,
"Facilities","FACILITIES","EMERALD GROUP PUBLISHING LTD","0263-2772","1758-7131","MANAGEMENT","ESCI","1,677","1.9","Q3","0.44","14.81"%,
"Science Technology and Society","SCI TECHNOL SOC","SAGE PUBLICATIONS INDIA PVT LTD","0971-7218","0973-0796","MANAGEMENT","SSCI","562","1.9","Q3","0.44","6.52"%,
"Global Business Review","GLOB BUS REV","SAGE PUBLICATIONS LTD","0972-1509","0973-0664","MANAGEMENT","ESCI","3,057","1.9","Q3","0.4","3.73"%,
"Asia Pacific Business Review","ASIA PAC BUS REV","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1360-2381","1743-792X","MANAGEMENT","SSCI","1,314","1.9","Q3","0.38","6.38"%,
"Management","MANAGEMENT-FRANCE","ASSOC INT MANAGEMENT STRATEGIQUE-AIMS","1286-4692","1286-4692","MANAGEMENT","ESCI","1,211","1.9","Q3","0.22","94.44"%,
"Innovation-Organization & Management","INNOV-ORGAN MANAG","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1447-9338","2204-0226","MANAGEMENT","SSCI","1,203","1.8","Q3","0.66","37.5"%,
"SYSTEMS RESEARCH AND BEHAVIORAL SCIENCE","SYST RES BEHAV SCI","WILEY","1092-7026","1099-1743","MANAGEMENT","SSCI","1,801","1.8","Q3","0.65","32.88"%,
"INDUSTRIAL AND CORPORATE CHANGE","IND CORP CHANGE","OXFORD UNIV PRESS","0960-6491","1464-3650","MANAGEMENT","SSCI","4,338","1.8","Q3","0.64","20.97"%,
"Operations and Supply Chain Management-An International Journal","OPER SUPPLY CHAIN MA","OSCM FORUM","1979-3561","2579-9363","MANAGEMENT","ESCI","527","1.8","Q3","0.52","17.54"%,
"Managing Sport and Leisure","MANAG SPORT LEIS","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2375-0472","2375-0480","MANAGEMENT","ESCI","924","1.8","Q3","0.39","27.69"%,
"Qualitative Research in Organizations and Management","QUAL RES ORGAN MANAG","EMERALD GROUP PUBLISHING LTD","1746-5648","1746-5656","MANAGEMENT","ESCI","812","1.8","Q3","0.34","12.5"%,
"Annals of Corporate Governance","ANN CORP GOV","NOW PUBLISHERS INC","2381-6732","2381-6732","MANAGEMENT","ESCI","49","1.8","Q3","0.33","100"%,
"INFORMS Journal on Applied Analytics","INFORMS J APPL ANAL","INFORMS","2644-0865","2644-0873","MANAGEMENT","SSCI","277","1.8","Q3","0.31","0"%,
"Knowledge and Process Management","KNOWL PROCESS MANAG","WILEY","1092-4604","1099-1441","MANAGEMENT","ESCI","912","1.7","Q3","0.6","34.52"%,
"International Journal of Strategic Property Management","INT J STRATEG PROP M","VILNIUS GEDIMINAS TECH UNIV","1648-715X","1648-9179","MANAGEMENT","SSCI","695","1.7","Q3","0.41","97.78"%,
"Journal of Organization Design","J ORGAN DES","SPRINGERNATURE","N/A","2245-408X","MANAGEMENT","ESCI","547","1.7","Q3","0.39","57.69"%,
"Journal of Management History","J MANAG HIST","EMERALD GROUP PUBLISHING LTD","1751-1348","1758-7751","MANAGEMENT","ESCI","514","1.7","Q3","0.34","8.11"%,
