"Journal Data Filtered By:  Selected Categories: SOCIOLOGY Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2024 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2024 JIF,JIF Quartile,2024 JCI,% of Citable OA
"Papers-Revista de Sociologia","PAPERS","UNIV AUTONOMA BARCELONA","0210-2862","2013-9004","SOCIOLOGY","ESCI","530","1","Q3","0.3","93.9"%,
"KOLNER ZEITSCHRIFT FUR SOZIOLOGIE UND SOZIALPSYCHOLOGIE","KOLNER Z SOZIOL SOZ","SPRINGER VIEWEG-SPRINGER FACHMEDIEN WIESBADEN GMBH","0023-2653","1861-891X","SOCIOLOGY","SSCI","890","0.9","Q3","0.47","97.03"%,
"Latino Studies","LAT STUD","PALGRAVE MACMILLAN LTD","1476-3435","1476-3443","SOCIOLOGY","ESCI","657","0.9","Q3","0.41","10.59"%,
"BMS-Bulletin of Sociological Methodology-Bulletin de Methodologie Sociologique","BMS-B SOCIOL METHOD","SAGE PUBLICATIONS INC","0759-1063","2070-2779","SOCIOLOGY","ESCI","134","0.9","Q3","0.34","8.93"%,
"Ager-Revista de Estudios sobre Despoblacion y Desarrollo Rural","AGER","PRENSAS UNIV ZARAGOZA","1578-7168","2340-4655","SOCIOLOGY","ESCI","199","0.9","Q3","0.3","0"%,
"Sociologica-International Journal for Sociological Debate","SOCIOLOGICA","UNIV BOLOGNA, DEPT ARTS","N/A","1971-8853","SOCIOLOGY","ESCI","639","0.8","Q3","0.71","0"%,
"Secularism & Nonreligion","SECUL NONRELIGION","UBIQUITY PRESS LTD","2053-6712","2053-6712","SOCIOLOGY","ESCI","94","0.8","Q3","0.63","100"%,
"JOURNAL OF CONTEMPORARY ETHNOGRAPHY","J CONTEMP ETHNOGR","SAGE PUBLICATIONS INC","0891-2416","1552-5414","SOCIOLOGY","SSCI","1,571","0.8","Q3","0.49","42.05"%,
"Sociology of Development","SOCIOL DEV","UNIV CALIFORNIA PRESS, JOURNALS DIV","N/A","2374-538X","SOCIOLOGY","ESCI","208","0.8","Q3","0.47","0"%,
"ZEITSCHRIFT FUR SOZIOLOGIE","Z SOZIOL","WALTER DE GRUYTER GMBH","0340-1804","2366-0325","SOCIOLOGY","SSCI","1,121","0.8","Q3","0.4","94.94"%,
"Revista Espanola de Sociologia","REV ESP SOCIOL","FED ESPANOLA SOCIOLOGIA","1578-2824","1578-2824","SOCIOLOGY","ESCI","346","0.8","Q3","0.31","88.19"%,
"SOCIAL COMPASS","SOC COMPASS","SAGE PUBLICATIONS LTD","0037-7686","1461-7404","SOCIOLOGY","SSCI","650","0.7","Q3","1.06","21.05"%,
"JOURNAL OF MATHEMATICAL SOCIOLOGY","J MATH SOCIOL","TAYLOR & FRANCIS INC","0022-250X","1545-5874","SOCIOLOGY","SSCI","1,321","0.7","Q3","0.4","25"%,
"Anduli","ANDULI","UNIV SEVILLA, FAC COMUNICACION","1696-0270","2340-4973","SOCIOLOGY","ESCI","76","0.7","Q3","0.39","85"%,
"SOCIOLOGICKY CASOPIS-CZECH SOCIOLOGICAL REVIEW","SOCIOL CAS","INST SOCIOLOGY, ACAD SCIENCES CZECH REPUBLIC","N/A","2336-128X","SOCIOLOGY","SSCI","276","0.7","Q3","0.27","92.65"%,
"Revista Internacional de Sociologia","REV INT SOCIOL","CONSEJO SUPERIOR INVESTIGACIONES CIENTIFICAS-CSIC","0034-9712","1988-429X","SOCIOLOGY","SSCI","366","0.7","Q3","0.25","95"%,
"SOTSIOLOGICHESKIE ISSLEDOVANIYA","SOTSIOL ISSLED+","Russian Acad Sciences, State Acad Univ Humanities (GAUGN)","0132-1625","0132-1625","SOCIOLOGY","SSCI","1,403","0.7","Q3","0.24","0"%,
"SOCIAL ALTERNATIVES","SOC ALTERN","SOCIAL ALTERNATIVES","0155-0306","1836-6600","SOCIOLOGY","ESCI","206","0.7","Q3","0.22","0"%,
"JOURNAL OF HISTORICAL SOCIOLOGY","J HIST SOCIOL","WILEY","0952-1909","1467-6443","SOCIOLOGY","SSCI","732","0.6","Q3","1.12","20"%,
"THEORIA","THEORIA-NY","BERGHAHN JOURNALS","0040-5817","1558-5816","SOCIOLOGY","ESCI","313","0.6","Q3","0.76","96.36"%,
"Journal of Classical Sociology","J CLASS SOCIOL","SAGE PUBLICATIONS LTD","1468-795X","1741-2897","SOCIOLOGY","ESCI","428","0.6","Q3","0.41","36.36"%,
"Genealogy","GENEALOGY-BASEL","MDPI","N/A","2313-5778","SOCIOLOGY","ESCI","518","0.6","Q3","0.4","100"%,
"South African Review of Sociology","S AFR REV SOCIOL","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2152-8586","2072-1978","SOCIOLOGY","ESCI","234","0.6","Q3","0.37","14.08"%,
"SOZIALE WELT-ZEITSCHRIFT FUR SOZIALWISSENSCHAFTLICHE FORSCHUNG UND PRAXIS","SOZ WELT","NOMOS VERLAGSGESELLSCHAFT MBH & CO KG","0038-6073","0038-6073","SOCIOLOGY","SSCI","336","0.6","Q3","0.2","5.26"%,
"Convergencia-Revista de Ciencias Sociales","CONVERGENCIA","UNIV AUTONOMA ESTADO MEXICO","2448-5799","2448-5799","SOCIOLOGY","SSCI","263","0.6","Q3","0.17","97.56"%,
"Methaodos-Revista de Ciencias Sociales","METHAODOS","UNIV REY JUAN CARLOS, FAC CIENCIAS JURIDICAS & SOCIALES","2340-8413","2340-8413","SOCIOLOGY","ESCI","84","0.6","Q3","0.14","98.73"%,
"JOURNAL OF THE HISTORY OF SEXUALITY","J HIST SEXUALITY","UNIV TEXAS PRESS","1043-4070","1535-3605","SOCIOLOGY","SSCI","537","0.5","Q4","1.14","0"%,
"MCS-Masculinities and Social Change","MCS-MASC SOC CHANG","HIPATIA PRESS","2014-3605","2014-3605","SOCIOLOGY","ESCI","144","0.5","Q4","0.33","13.89"%,
"Polish Sociological Review","POL SOCIOL REV","POLSKIE TOWARZYSTWO SOCJOLOGICZNE-POLISH SOCIOLOGICAL ASSOC","1231-1413","1231-1413","SOCIOLOGY","SSCI","276","0.5","Q4","0.23","0"%,
"Journal of Economy Culture and Society","J ECON CULT SOC","ISTANBUL UNIV, METHODOLOGY & SOCIOLOGY RESEARCH CENTER","2602-2656","2645-8772","SOCIOLOGY","ESCI","102","0.5","Q4","0.15","66.67"%,
"CONTEMPORARY SOCIOLOGY-A JOURNAL OF REVIEWS","CONTEMP SOCIOL","SAGE PUBLICATIONS INC","0094-3061","1939-8638","SOCIOLOGY","SSCI","1,762","0.5","Q4","0.07","2.6"%,
"SOCIOLOGIA","SOCIOLOGIA-BRATISLAV","INST SOCIOLOGY SLOVAK ACAD SCIENCES","0049-1225","1336-8613","SOCIOLOGY","SSCI","129","0.4","Q4","0.31","100"%,
"Thesis Eleven","THESIS ELEV","SAGE PUBLICATIONS LTD","0725-5136","1461-7455","SOCIOLOGY","ESCI","705","0.4","Q4","0.31","10.46"%,
"COMPARATIVE SOCIOLOGY","COMP SOCIOL","BRILL","1569-1322","1569-1330","SOCIOLOGY","ESCI","686","0.4","Q4","0.29","17.65"%,
"Cosmopolitan Civil Societies-An Interdisciplinary Journal","COSMOP CIV SOC","UNIV TECHNOLOGY, SYDNEY-UTS EPRESS","1837-5391","1837-5391","SOCIOLOGY","ESCI","143","0.4","Q4","0.25","86.67"%,
"SOCIOLOGISK FORSKNING","SOCIOL FORSKNIN","SOCIOLOGISK FORSKNING","0038-0342","0038-0342","SOCIOLOGY","SSCI","131","0.4","Q4","0.22","90"%,
"Changing Societies & Personalities","CHANG SOC PERSONAL","URAL FEDERAL UNIV PUBLISHING CENTER","2587-6104","2587-8964","SOCIOLOGY","ESCI","65","0.4","Q4","0.21","98.43"%,
"International Journal of Sociology of Education","INT J SOCIOL EDUC","HIPATIA PRESS","2014-3575","2014-3575","SOCIOLOGY","ESCI","108","0.4","Q4","0.21","97.06"%,
"Teknokultura: Revista de Cultura Digital y Movimientos Sociales","TEKNOKULT REV CULT D","UNIV COMPLUTENSE MADRID, SERVICIO PUBLICACIONES","1549-2230","1549-2230","SOCIOLOGY","ESCI","113","0.4","Q4","0.21","100"%,
"ECONOMIC AND SOCIAL REVIEW","ECON SOC REV","ECONOMIC & SOCIAL STUDIES","0012-9984","0012-9984","SOCIOLOGY","SSCI","308","0.4","Q4","0.18","0"%,
"Human Ecology Review","HUM ECOL REV","ANU PRESS","1074-4827","2204-0919","SOCIOLOGY","SSCI","920","0.4","Q4","0.18","100"%,
"Tempo Social","TEMPO SOC","UNIV SAO PAOLO, DEPT SOCIOLOGIA","0103-2070","N/A","SOCIOLOGY","SSCI","333","0.4","Q4","0.18","89"%,
"Sociologija","SOCIOLOGIJA","UNIV BELGRADE, FAC PHILOSOPHY","0038-0318","0038-0318","SOCIOLOGY","ESCI","122","0.4","Q4","0.13","98.68"%,
"Cambio-Rivista sulle Trasformazioni Sociali","CAMBIO","UNIV STUDI FIRENZE","2239-1118","2239-1118","SOCIOLOGY","ESCI","76","0.4","Q4","0.09","94.37"%,
"Ecclesial Practices","ECCLES PRACT","BRILL","2214-4463","2214-4471","SOCIOLOGY","ESCI","38","0.3","Q4","0.24","22.22"%,
"Journal of Economic Sociology-Ekonomicheskaya Sotsiologiya","J ECON SOCIOL","NATL RESEARCH UNIV HIGHER SCH ECONOMICS","1726-3247","1726-3247","SOCIOLOGY","ESCI","229","0.3","Q4","0.2","66.02"%,
"Sociologia Nauki i Tehnologij-Sociology of Science & Technology","SOCIOL NAUK TEHNOL","INST HISTORY SCIENCE & TECHNOLOGY, SAINT PETERSBURG BRANCH, RUSS ACAD SCI","2079-0910","2414-9225","SOCIOLOGY","ESCI","57","0.3","Q4","0.18","0"%,
"DRUSTVENA ISTRAZIVANJA","DRUS ISTRAZ","INST OF SOCIAL SCIENCES IVO PILAR","1330-0288","1848-6096","SOCIOLOGY","SSCI","243","0.3","Q4","0.17","98.88"%,
"Sociologiceskoe Obozrenie","SOCIOL OBOZR","NATL RESEARCH UNIV HIGHER SCH ECONOMICS","1728-192X","1728-1938","SOCIOLOGY","ESCI","164","0.3","Q4","0.16","87.14"%,
"Telos","TELOS-US","TELOS PRESS LTD","0090-6514","1940-459X","SOCIOLOGY","SSCI","138","0.3","Q4","0.16","2.41"%,
"RUDN Journal of Sociology-Vestnik Rossiiskogo Universiteta Druzhby Narodov Seriya Sotsiologiya","RUDN J SOCIOL","PEOPLES FRIENDSHIP UNIV RUSSIA","2313-2272","2408-8897","SOCIOLOGY","ESCI","188","0.3","Q4","0.13","66.19"%,
"Sociologia y Tecnociencia","SOCIOL TEC","UNIV VALLADOLID, DEPT SOCIOLOGIA & TRABAJO SOCIAL","1989-8487","1989-8487","SOCIOLOGY","ESCI","71","0.3","Q4","0.12","81.36"%,
"Przeglad Socjologii Jakosciowej","PRZEGL SOC JAKOSC","LODZ UNIV PRESS","N/A","1733-8069","SOCIOLOGY","ESCI","66","0.3","Q4","0.1","100"%,
"SOCIOLOGIE DU TRAVAIL","SOCIOL TRAV","REVUES ORG","0038-0296","1777-5701","SOCIOLOGY","SSCI","349","0.3","Q4","0.03","61.02"%,
"Cuestiones de Sociologia","CUEST SOCIOL","UNIV NAC LA PLATA, FAC HUMANIDADES & CIENCIAS EDUC","1668-1584","2346-8904","SOCIOLOGY","ESCI","53","0.3","Q4","0.02","100"%,
"Filosofija-Sociologija","FILOS-SOCIOL","LITHUANIAN ACAD SCIENCES","0235-7186","0235-7186","SOCIOLOGY","SSCI","95","0.2","Q4","0.49","70.86"%,
"Japanese Journal of Sociology","JPN J SOCIOL","WILEY","2769-1365","2769-1357","SOCIOLOGY","ESCI","3","0.2","Q4","0.32","25.93"%,
"Debates en Sociologia","DEBATES SOCIOL","PONTIFICIA UNIV CATOLICA PERU","0254-9220","2304-4284","SOCIOLOGY","ESCI","53","0.2","Q4","0.12","100"%,
"REVUE FRANCAISE DE SOCIOLOGIE","REV FR SOCIOL","PRESSES SCIENCES PO","0035-2969","1958-5691","SOCIOLOGY","SSCI","622","0.2","Q4","0.12","0"%,
"Corvinus Journal of Sociology and Social Policy","CORVINUS J SOCIOL PO","CORVINUS UNIV BUDAPEST, DOCTORAL SCH SOCIOLOGY","2061-5558","2062-087X","SOCIOLOGY","ESCI","78","0.2","Q4","0.11","98.11"%,
"Ruch Prawniczy Ekonomiczny i Socjologiczny","RUCH PRAW EKON SOCJ","ADAM MICKIEWICZ UNIV POZNAN","0035-9629","2543-9170","SOCIOLOGY","ESCI","137","0.2","Q4","0.11","98.82"%,
"Deviance et Societe","DEVIANCE SOC","MEDECINE ET HYGIENE","0378-7931","0378-5807","SOCIOLOGY","SSCI","151","0.2","Q4","0.08","4.55"%,
"Revista Internacional de Organizaciones","REV INT ORGAN-ESP","UNIV ROVIRA I VIRGILI, PUBLICACIONS U R V","2013-570X","1886-4171","SOCIOLOGY","ESCI","50","0.2","Q4","0.07","81.82"%,
"Revista Colombiana de Sociologia","REV COLOMB SOCIOL","UNIV NACL COLOMBIA, DEPT SOCIOLOGIA","0120-159X","2256-5485","SOCIOLOGY","ESCI","117","0.2","Q4","0.06","2.78"%,
"Osterreichische Zeitschrift fuer Soziologie","OSTERR Z SOZIOL","SPRINGER VIEWEG-SPRINGER FACHMEDIEN WIESBADEN GMBH","1011-0070","1862-2585","SOCIOLOGY","ESCI","132","0.1","Q4","0.16","93.15"%,
"CONTRIBUTIONS TO INDIAN SOCIOLOGY","CONTRIB INDIAN SOC","SAGE PUBLICATIONS INDIA PVT LTD","0069-9659","0973-0648","SOCIOLOGY","SSCI","391","0.1","Q4","0.15","3.45"%,
"Istanbul Universitesi Sosyoloji Dergisi-Istanbul University Journal of Sociology","ISTANB UNIV SOSYOLOJ","ISTANBUL UNIV, FAC LETTERS, DEPT SOCIOLOGY","1304-2998","2667-6931","SOCIOLOGY","ESCI","40","0.1","Q4","0.09","44.79"%,
"Recherches Sociographiques","RECH SOCIOGRAPHIQUES","UNIV LAVAL, DEPT SOCIOLOGIE","0034-1282","0034-1282","SOCIOLOGY","ESCI","101","0.1","Q4","0.05","0"%,
"Culturales","CULTURALES","UNIV AUTONOMA BAJA CALIFORNIA, INST INVESTIGACIONES CULTURALES-MUSEO","1870-1191","2448-539X","SOCIOLOGY","ESCI","45","0.1","Q4","0.04","100"%,
"Historicka Sociologie","HIST SOCIOL","CHARLES UNIV-PRAGUE","1804-0616","2336-3525","SOCIOLOGY","ESCI","46","0.1","Q4","0.04","97.78"%,
"SocietaMutamentoPolitica-Rivista Italiana di Sociologia","SOCIETAMUTAMENTOPOLI","FIRENZE UNIV PRESS","2038-3150","2038-3150","SOCIOLOGY","ESCI","60","0.1","Q4","0.04","98.11"%,
"Contemporanea-Revista de Sociologia da UFSCar","CONTEMP-REV SOCIOL U","UNIV SAO CARLOS, DEPT SOCIOLOGY FEDERAL","2236-532X","2316-1329","SOCIOLOGY","ESCI","58","0.1","Q4","0.03","95.37"%,
"Mundo Agrario","MUNDO AGRAR","UNIV NACL LA PLATA, FAC HUMANIDADES & CIENCIAS EDUCACION","1515-5994","1515-5994","SOCIOLOGY","ESCI","130","0.1","Q4","0.03","100"%,
"Virajes-Revista de Antropologia y Sociologia","VIRAJES","UNIV CALDAS","0123-4471","2462-9782","SOCIOLOGY","ESCI","16","0.1","Q4","0.02","98.31"%,
"Sociology Lens","SOCIOLOGY LENS","WILEY","2832-5796","2832-580X","SOCIOLOGY","SSCI","0","N/A","N/A","0.19","N/A",

Copyright (c) 2026 Clarivate 
By exporting the selected data; you agree to the data usage policy set forth in the Terms of Use 
