"Journal Data Filtered By:  Selected Categories: PSYCHOLOGY;PSYCHOLOGY, SOCIAL Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2024 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2024 JIF,JIF Quartile,2024 JCI,% of Citable OA
"Social Neuroscience","SOC NEUROSCI-UK","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1747-0919","1747-0927","PSYCHOLOGY","SCIE","2,086","1.5","Q3","0.44","14.74"%,
"DEVIANT BEHAVIOR","DEVIANT BEHAV","TAYLOR & FRANCIS INC","0163-9625","1521-0456","PSYCHOLOGY, SOCIAL","SSCI","2,611","1.4","Q4","0.73","17.46"%,
"VISION RESEARCH","VISION RES","PERGAMON-ELSEVIER SCIENCE LTD","0042-6989","1878-5646","PSYCHOLOGY","SCIE","13,189","1.4","Q3","0.63","33.57"%,
"Journal of Social and Political Psychology","J SOC POLIT PSYCHOL","PSYCHOPEN","N/A","2195-3325","PSYCHOLOGY, SOCIAL","ESCI","933","1.4","Q4","0.54","100"%,
"QUARTERLY JOURNAL OF EXPERIMENTAL PSYCHOLOGY","Q J EXP PSYCHOL","SAGE PUBLICATIONS LTD","1747-0218","1747-0226","PSYCHOLOGY","SCIE","6,840","1.4","Q3","0.54","37.9"%,
"Evolutionary Behavioral Sciences","EVOL BEHAV SCI","AMER PSYCHOLOGICAL ASSOC","2330-2925","2330-2933","PSYCHOLOGY","ESCI","440","1.4","Q3","0.5","4.21"%,
"Clinical Psychologist","CLIN PSYCHOL-UK","TAYLOR & FRANCIS LTD","1328-4207","1742-9552","PSYCHOLOGY","SCIE","759","1.4","Q3","0.45","20.65"%,
"Anales de Psicologia","AN PSICOL-SPAIN","UNIV MURCIA","0212-9728","1695-2294","PSYCHOLOGY","SCIE","2,223","1.3","Q3","0.55","98.72"%,
"EXPERIMENTAL AGING RESEARCH","EXP AGING RES","TAYLOR & FRANCIS INC","0361-073X","1096-4657","PSYCHOLOGY","SCIE","1,310","1.3","Q3","0.44","8.94"%,
"Journal of Theoretical Social Psychology","J THEOR SOC PSYCHOL","WILEY","N/A","2475-0387","PSYCHOLOGY, SOCIAL","ESCI","277","1.2","Q4","0.65","100"%,
"Health Psychology Report","HEALTH PSYCHOL REP","TERMEDIA PUBLISHING HOUSE LTD","2353-4184","2353-5571","PSYCHOLOGY, SOCIAL","ESCI","348","1.2","Q4","0.63","98.96"%,
"SPORT PSYCHOLOGIST","SPORT PSYCHOL","HUMAN KINETICS PUBL INC","0888-4781","1543-2793","PSYCHOLOGY","SCIE","2,142","1.2","Q4","0.51","1.22"%,
"International Journal of Social Psychology","INT J SOC PSYCHOL","SAGE PUBLICATIONS INC","0213-4748","1579-3680","PSYCHOLOGY, SOCIAL","SSCI","135","1.2","Q4","0.42","12.7"%,
"JOURNAL OF MOTOR BEHAVIOR","J MOTOR BEHAV","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0022-2895","1940-1027","PSYCHOLOGY","SCIE","2,469","1.2","Q4","0.39","6.12"%,
"Neuropsychological Trends","NEUROPSYCHOL TRENDS","LED EDIZIONI UNIV","1970-321X","1970-3201","PSYCHOLOGY","ESCI","71","1.1","Q4","0.49","100"%,
"Applied Neuropsychology-Child","APPL NEUROPSYCH-CHIL","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2162-2965","2162-2973","PSYCHOLOGY","SCIE","807","1.1","Q4","0.48","7.3"%,
"PERCEPTION","PERCEPTION","SAGE PUBLICATIONS LTD","0301-0066","1468-4233","PSYCHOLOGY","SCIE","4,711","1.1","Q4","0.48","33.33"%,
"Current Issues in Personality Psychology","CURR ISS PERSONAL PS","TERMEDIA PUBLISHING HOUSE LTD","2353-4192","2353-561X","PSYCHOLOGY, SOCIAL","ESCI","316","1.1","Q4","0.4","98.96"%,
"Acta Neuropsychologica","ACTA NEUROPSYCHOL","MEDSPORTPRESS PUBLISHING HOUSE","1730-7503","2084-4298","PSYCHOLOGY","ESCI","249","1.1","Q4","0.38","0"%,
"Zeitschrift fur Neuropsychologie","Z NEUROPSYCHOL","HOGREFE AG-HOGREFE AG SUISSE","1016-264X","1664-2902","PSYCHOLOGY","SCIE","130","1","Q4","0.32","48.84"%,
"JOURNAL OF COMPARATIVE PSYCHOLOGY","J COMP PSYCHOL","AMER PSYCHOLOGICAL ASSOC","0735-7036","1939-2087","PSYCHOLOGY","SCIE","2,361","0.9","Q4","0.53","18.07"%,
"JOURNAL OF EXPERIMENTAL PSYCHOLOGY-ANIMAL LEARNING AND COGNITION","J EXP PSYCHOL-ANIM L","AMER PSYCHOLOGICAL ASSOC","2329-8456","2329-8464","PSYCHOLOGY","SCIE","1,545","0.9","Q4","0.5","32.88"%,
"KOLNER ZEITSCHRIFT FUR SOZIOLOGIE UND SOZIALPSYCHOLOGIE","KOLNER Z SOZIOL SOZ","SPRINGER VIEWEG-SPRINGER FACHMEDIEN WIESBADEN GMBH","0023-2653","1861-891X","PSYCHOLOGY, SOCIAL","SSCI","890","0.9","Q4","0.47","97.03"%,
"Journal of Individual Differences","J INDIVID DIFFER","HOGREFE PUBLISHING CORP","1614-0001","2151-2299","PSYCHOLOGY, SOCIAL","SSCI","873","0.9","Q4","0.39","18.46"%,
"SOCIAL COGNITION","SOC COGNITION","GUILFORD PUBLICATIONS INC","0278-016X","N/A","PSYCHOLOGY, SOCIAL","SSCI","2,587","0.9","Q4","0.38","1.45"%,
"JOURNAL OF SOCIAL AND CLINICAL PSYCHOLOGY","J SOC CLIN PSYCHOL","GUILFORD PUBLICATIONS INC","0736-7236","N/A","PSYCHOLOGY, SOCIAL","SSCI","3,509","0.9","Q4","0.35","0"%,
"ZEITSCHRIFT FUR PSYCHOSOMATISCHE MEDIZIN UND PSYCHOTHERAPIE","Z PSYCHOSOM MED PSYC","Brill Deutschland GmbH","1438-3608","2196-8349","PSYCHOLOGY","SCIE","391","0.8","Q4","0.52","22.64"%,
"Psicologia Sociale","PSICOLOG SOC","SOC ED IL MULINO","1827-2517","2612-2006","PSYCHOLOGY, SOCIAL","ESCI","135","0.8","Q4","0.39","0"%,
"SOCIAL BEHAVIOR AND PERSONALITY","SOC BEHAV PERSONAL","SOC PERSONALITY RES INC","0301-2212","1179-6391","PSYCHOLOGY, SOCIAL","SSCI","4,285","0.8","Q4","0.36","97.06"%,
"Journal of Pediatric Neuropsychology","J PEDIATR NEUROPSYCH","AMER PSYCHOLOGICAL ASSOC","2199-2681","2199-2673","PSYCHOLOGY","ESCI","126","0.8","Q4","0.3","26.87"%,
"NEUROCASE","NEUROCASE","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1355-4794","1465-3656","PSYCHOLOGY","SCIE","993","0.8","Q4","0.23","9.62"%,
"Journal of EMDR Practice and Research","J EMDR PRACT RES","SPRINGER PUBLISHING CO","1933-3196","1933-320X","PSYCHOLOGY","ESCI","438","0.7","Q4","0.32","0"%,
"Social Influence","SOC INFLUENCE","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1553-4510","1553-4529","PSYCHOLOGY, SOCIAL","SSCI","653","0.6","Q4","0.34","100"%,
"GIO-Gruppe-Interaktion-Organisation-Zeitschrift fuer Angewandte Organisationspsychologie","GIO-GRUP-INTERAKT-OR","SPRINGER VIEWEG-SPRINGER FACHMEDIEN WIESBADEN GMBH","2366-6145","2366-6218","PSYCHOLOGY, SOCIAL","ESCI","191","0.6","Q4","0.23","70.14"%,
"INTERNATIONAL JOURNAL OF SPORT PSYCHOLOGY","INT J SPORT PSYCHOL","EDIZIONI LUIGI POZZI","0047-0767","N/A","PSYCHOLOGY","SCIE","1,085","0.6","Q4","0.21","0"%,
"ANNALES MEDICO-PSYCHOLOGIQUES","ANN MED-PSYCHOL","MASSON EDITEUR","0003-4487","1769-6631","PSYCHOLOGY","SCIE","768","0.5","Q4","0.18","7.69"%,
"Gedrag & Organisatie","GEDRAG ORGAN","UITGEVERIJ LEMMA B V","0921-5077","1875-7235","PSYCHOLOGY, SOCIAL","SSCI","116","0.5","Q4","0.18","12.5"%,
"Papers on Social Representations","PAP SOC REPRESENT","Univ Inst of Lisbon ISCTE-IUL","1021-5573","1819-3978","PSYCHOLOGY, SOCIAL","ESCI","202","0.5","Q4","0.12","0"%,
"Anuario de Psicologia","ANU PSICOL","UNIV BARCELONA, FAC PSICOLOGIA","0066-5126","1988-5253","PSYCHOLOGY","ESCI","222","0.4","Q4","0.12","84.75"%,
"Actualidades en Psicologia","ACTUAL PSICOL","UNIV COSTA RICA, INST INVESTIGACION PSICOLOGICAS","0258-6444","2215-3535","PSYCHOLOGY","ESCI","135","0.4","Q4","0.11","94.23"%,
"TRAVAIL HUMAIN","TRAV HUMAIN","PRESSES UNIV FRANCE","0041-1868","2104-3663","PSYCHOLOGY","SCIE","292","0.4","Q4","0.11","0"%,
"Avances en Psicologia Latinoamericana","AV PSICOL LATINOAM","UNIV ROSARIO","1794-4724","2145-4515","PSYCHOLOGY","ESCI","223","0.4","Q4","0.06","98.53"%,
"Pratiques Psychologiques","PRAT PSYCHOL","ELSEVIER FRANCE-EDITIONS SCIENTIFIQUES MEDICALES ELSEVIER","1269-1763","N/A","PSYCHOLOGY","SCIE","156","0.3","Q4","0.27","6.38"%,
"Geriatrie et Psychologie Neuropsychiatrie du Vieillissement","GERIATR PSYCHOL NEUR","JLE","2115-8789","2115-7863","PSYCHOLOGY","SCIE","206","0.3","Q4","0.11","0"%,
"Current Research in Social Psychology","CURR RES SOC PSYCHOL","UNIV IOWA, DEPT SOCIOLOGY","1088-7423","1088-7423","PSYCHOLOGY, SOCIAL","ESCI","99","0.3","Q4","0.08","0"%,
"Psycho-Oncologie","PSYCHO-ONCOLOGIE","PiscoMed Publ Pte Ltd","1778-3798","1778-381X","PSYCHOLOGY","SCIE","109","0.3","Q4","0.08","22.45"%,
"Ricerche di Psicologia","RIC PSICOL","FRANCO ANGELI","0391-6081","1972-5620","PSYCHOLOGY","ESCI","99","0.1","Q4","0.09","1.37"%,

Copyright (c) 2026 Clarivate 
By exporting the selected data; you agree to the data usage policy set forth in the Terms of Use 
