"Journal Data Filtered By:  Selected Categories: COMMUNICATION Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2024 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2024 JIF,JIF Quartile,2024 JCI,% of Citable OA
"Communication Research and Practice","COMMUN RES PRACT","TAYLOR & FRANCIS LTD","2204-1451","2206-3374","COMMUNICATION","ESCI","417","0.9","Q3","0.52","23.6"%,
"Australian Journalism Review","AUST JOURNAL REV","INTELLECT LTD","0810-2686","2517-620X","COMMUNICATION","ESCI","37","0.9","Q3","0.46","0"%,
"TRIPLEC-Communication Capitalism & Critique","TRIPLEC-COMMUN CAPIT","TRIPLEC","1726-670X","1726-670X","COMMUNICATION","ESCI","472","0.9","Q3","0.36","6.78"%,
"Journal of African Media Studies","J AFR MEDIA STUD","INTELLECT LTD","2040-199X","1751-7974","COMMUNICATION","SSCI","177","0.8","Q3","1.04","11.29"%,
"Journal of Digital Media & Policy","J DIGIT MEDIA POLICY","INTELLECT LTD","2516-3523","2516-3531","COMMUNICATION","ESCI","118","0.8","Q3","0.56","0"%,
"Language-Culture and Society","LANG CULT SOC","JOHN BENJAMINS PUBLISHING CO","2543-3164","2543-3156","COMMUNICATION","ESCI","35","0.8","Q3","0.53","6.25"%,
"COMMUNICATION EDUCATION","COMMUN EDUC","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0363-4523","1479-5795","COMMUNICATION","ESCI","1,586","0.8","Q3","0.51","0"%,
"Howard Journal of Communications","HOWARD J COMMUN","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1064-6175","1096-4649","COMMUNICATION","ESCI","729","0.8","Q3","0.39","5.31"%,
"Index Comunicacion","INDEX COMUN","UNIV REY JUAN CARLOS, FAC CIENCIAS COMUNICACION","2444-3239","2174-1859","COMMUNICATION","ESCI","168","0.8","Q3","0.39","96.15"%,
"Southern Communication Journal","SOUTH COMMUN J","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1041-794X","1930-3203","COMMUNICATION","ESCI","570","0.8","Q3","0.33","0"%,
"Vivat Academia","VIVAT ACAD","FORUM XXI","1575-2844","1575-2844","COMMUNICATION","ESCI","174","0.8","Q3","0.32","80.6"%,
"Doxa Comunicacion","DOXA COMUN","UNIV SAN PABLO, FAC HUMANIDADES & CIENCIAS COMUNICACION","1696-019X","2386-3978","COMMUNICATION","ESCI","243","0.8","Q3","0.19","95.9"%,
"International Journal of Media & Cultural Politics","INT J MEDIA CULT POL","INTELLECT LTD","1740-8296","2040-0918","COMMUNICATION","ESCI","192","0.8","Q3","0.19","0"%,
"Global Media Journal-Canadian Edition","GLOB MEDIA J-CAN ED","UNIV OTTAWA, DEPT COMMUNICATION","1918-5901","1918-5901","COMMUNICATION","ESCI","210","0.8","Q3","0.04","0"%,
"Internet Pragmatics","INTERNET PRAGMAT","JOHN BENJAMINS PUBLISHING CO","2542-3851","2542-386X","COMMUNICATION","ESCI","149","0.7","Q3","1.06","20"%,
"Journal of Creative Communications","J CREAT COMMUN","SAGE PUBLICATIONS INC","0973-2586","0973-2594","COMMUNICATION","ESCI","304","0.7","Q3","0.56","13.04"%,
"Translator","TRANSLATOR","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1355-6509","1757-0409","COMMUNICATION","SSCI","623","0.7","Q3","0.48","26.51"%,
"Journal of Information Policy","J INFORM POLICY","PENN STATE UNIV PRESS","2381-5892","2158-3897","COMMUNICATION","ESCI","242","0.7","Q3","0.47","91.89"%,
"Media Literacy and Academic Research","MEDIA LIT ACAD RES","UNIV SS CYRIL & METHODIUS TRNAVA","2585-8726","2585-9188","COMMUNICATION","ESCI","84","0.7","Q3","0.45","0"%,
"SEARCH-Journal of Media and Communication Research","SEARCH J MEDIA COM R","TAYLORS UNIV, SOUTH EAST ASIA RESEARCH CENTRE COMMUNICATION & HUMANITIES","N/A","2672-7080","COMMUNICATION","ESCI","125","0.7","Q3","0.42","2.13"%,
"Revista de Comunicacion de la SEECI","REV COMUN SEECI","Sociedad Espanola Estudios Comunicacion Iberoamericana - SEECI","1576-3420","2695-5156","COMMUNICATION","ESCI","136","0.7","Q3","0.39","91.94"%,
"Cuadernos Info","CUAD INFO-SANTIAGO","PONTIFICIA UNIV CATOLICA CHILE, FAC COMUNICACIONES","0719-3661","0719-367X","COMMUNICATION","ESCI","228","0.7","Q3","0.34","97.52"%,
"AdComunica-Revista Cientifica de Estrategias Tendencias e Innovacion en Communicacion","ADCOMUNICA","ASOC DESARROLLO COMUNICACION","2174-0992","2254-2728","COMMUNICATION","ESCI","150","0.7","Q3","0.28","87.14"%,
"SCM Studies in Communication and Media","SCM STUD COMM MEDIA","NOMOS VERLAGSGESELLSCHAFT MBH & CO KG","N/A","2192-4007","COMMUNICATION","ESCI","206","0.7","Q3","0.28","86.27"%,
"Central European Journal of Communication","CENT EUR J COMMUN","POLISH COMMUNICATION ASSOC","1899-5101","1899-5101","COMMUNICATION","ESCI","112","0.7","Q3","0.24","100"%,
"Communicare-Journal for Communication Sciences in Southern Africa","COMMUNICARE","RANDSE AFRIKAANSE UNIV, DEPT COMMUNICATION","0259-0069","0259-0069","COMMUNICATION","ESCI","100","0.7","Q3","0.21","77.78"%,
"Rhetoric Society Quarterly","RHETOR SOC Q","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0277-3945","1930-322X","COMMUNICATION","SSCI","494","0.6","Q3","1.59","6.48"%,
"Asiascape-Digital Asia","ASIASCAPE","BRILL","2214-2304","2214-2312","COMMUNICATION","ESCI","80","0.6","Q3","0.4","28.57"%,
"WESTERN JOURNAL OF COMMUNICATION","WESTERN J COMM","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1057-0314","1745-1027","COMMUNICATION","ESCI","826","0.6","Q3","0.34","2.03"%,
"Pacific Journalism Review","PAC JOURNAL REV","AUCKLAND UNIV TECHNOLOGY, CREATIVE INDUSTRIES RESEARCH INST","1023-9499","2324-2035","COMMUNICATION","ESCI","157","0.6","Q3","0.33","24.49"%,
"Rhetoric & Public Affairs","RHETOR PUBLIC AFF","MICHIGAN STATE UNIV PRESS","1094-8392","1534-5238","COMMUNICATION","ESCI","398","0.6","Q3","0.26","0"%,
"Brazilian Journalism Research","BRAZ JOURNAL RES","SBPJOR","1808-4079","1981-9854","COMMUNICATION","ESCI","150","0.6","Q3","0.24","96.92"%,
"Palabra Clave","PALABRA CLAVE","UNIV SABANA, FAC COMUNICACION","0122-8285","2027-534X","COMMUNICATION","ESCI","275","0.6","Q3","0.22","98.98"%,
"Comunicacion y Medios","COMUN MEDIOS","UNIV CHILE","0716-3991","0719-1529","COMMUNICATION","ESCI","85","0.6","Q3","0.14","89.83"%,
"Journal of Asian Pacific Communication","J ASIAN PAC COMMUN","JOHN BENJAMINS PUBLISHING CO","0957-6851","1569-9838","COMMUNICATION","ESCI","199","0.5","Q4","0.29","0"%,
"Journal of Arab & Muslim Media Research","J ARAB MUSLIM MEDIA","INTELLECT LTD","1751-9411","1751-942X","COMMUNICATION","ESCI","113","0.5","Q4","0.28","0"%,
"Canadian Journal of Communication","CAN J COMMUN","UNIV TORONTO PRESS INC","0705-3657","1499-6642","COMMUNICATION","ESCI","506","0.5","Q4","0.23","0"%,
"Visual Communication Quarterly","VIS COMMUN Q","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1555-1393","1555-1407","COMMUNICATION","ESCI","222","0.5","Q4","0.22","7.41"%,
"Revista Espanola de Comunicacion en Salud","REV ESP COMUN SALUD","UNIV CARLOS III MADRID","N/A","1989-9882","COMMUNICATION","ESCI","119","0.5","Q4","0.17","100"%,
"Hipertext Net","HIPERTEXT NET","Univ Pompeu Fabra, Dept Comunicacio","N/A","1695-5498","COMMUNICATION","ESCI","64","0.5","Q4","0.15","98.78"%,
"Media & Jornalismo","MEDIA JORNAL","COIMBRA UNIV PRESS","1645-5681","2183-5462","COMMUNICATION","ESCI","91","0.5","Q4","0.15","95.24"%,
"Medijske Studije-Media Studies","MEDIJSKE STUD","SVEUCILISTE & ZAGREBU, FAK POLITICKIH ZNANOSTI","1847-9758","1848-5030","COMMUNICATION","ESCI","124","0.5","Q4","0.15","73.08"%,
"Ambitos","AMBITOS-SEVILLA","UNIV SEVILLA, EDITORIAL","1139-1979","1988-5733","COMMUNICATION","ESCI","119","0.5","Q4","0.09","86.84"%,
"Journal of Religion Media and Digital Culture","J RELIG MEDIA DIGIT","BRILL","2588-8099","2165-9214","COMMUNICATION","ESCI","76","0.4","Q4","0.52","20"%,
"Cognitive Linguistic Studies","COGN LINGUIST STUD","JOHN BENJAMINS PUBLISHING CO","2213-8722","2213-8730","COMMUNICATION","ESCI","44","0.4","Q4","0.35","2"%,
"KOME-An International Journal of Pure Communication Inquiry","KOME","Ludovika Univ Press","2063-7330","2063-7330","COMMUNICATION","ESCI","69","0.4","Q4","0.27","100"%,
"Communicatio-South African Journal for Communication Theory and Research","COMMUNICAT-S AFR J C","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0250-0167","1753-5379","COMMUNICATION","ESCI","250","0.4","Q4","0.23","10.53"%,
"Comunicacion y Sociedad-Guadalajara","COMUN SOC-GUADALAJ","UNIV GUADALAJARA","0188-252X","2448-9042","COMMUNICATION","ESCI","51","0.4","Q4","0.23","97.78"%,
"Theoretical and Practical Issues of Journalism","THEOR PRACT ISSUES J","BAIKAL STATE UNIV","2308-6203","2308-6211","COMMUNICATION","ESCI","79","0.4","Q4","0.22","69.57"%,
"Teknokultura: Revista de Cultura Digital y Movimientos Sociales","TEKNOKULT REV CULT D","UNIV COMPLUTENSE MADRID, SERVICIO PUBLICACIONES","1549-2230","1549-2230","COMMUNICATION","ESCI","113","0.4","Q4","0.21","100"%,
"Communication Teacher","COMMUN TEACH","TAYLOR & FRANCIS LTD","1740-4622","1740-4630","COMMUNICATION","ESCI","240","0.4","Q4","0.19","3.08"%,
"Journal of Applied Journalism & Media Studies","J APPL JOURNAL MEDIA","INTELLECT LTD","2001-0818","2049-9531","COMMUNICATION","ESCI","132","0.4","Q4","0.18","0"%,
"Vestnik Moskovskogo universiteta. Seriya 10. Zhurnalistika","VESTN MOSK UNIV 10","M V LOMONOSOV MOSCOW STATE UNIV, DEPT JOURNALISM","0320-8079","0320-8079","COMMUNICATION","ESCI","143","0.4","Q4","0.16","16.28"%,
"Communitas","COMMUNITAS","UNIV ORANGE FREE STATE","1023-0556","2415-0525","COMMUNICATION","ESCI","62","0.4","Q4","0.14","77.78"%,
"Tijdschrift voor Communicatiewetenschap","TIJDSCHR COMMUNWET","AMSTERDAM UNIV PRESS","1384-6930","1875-7286","COMMUNICATION","SSCI","44","0.4","Q4","0.14","39.66"%,
"Connectist-Istanbul University Journal of Communication Sciences","CONNECTIST","ISTANBUL UNIV, FAC COMMUNICATION","N/A","2636-8943","COMMUNICATION","ESCI","37","0.4","Q4","0.12","90.7"%,
"Austral Comunicacion","AUSTRAL COMUN","UNIV AUSTRAL, FAC COMUNICACION","2313-9129","2313-9137","COMMUNICATION","ESCI","48","0.4","Q4","0.04","100"%,
"Catalan Journal of Communication & Cultural Studies","CATAL J COMMU CUL ST","INTELLECT LTD","1757-1898","1757-1901","COMMUNICATION","ESCI","96","0.3","Q4","0.29","2.5"%,
"Romanian Journal of Communication and Public Relations","ROM J COMMUN PUB REL","SCOALA NATL STUDII POLITICE ADM - SNSPA, FAC COMINICARE REALTI PUBLICE","1454-8100","2344-5440","COMMUNICATION","ESCI","92","0.3","Q4","0.27","0"%,
"Journal of Gaming and Virtual Worlds","J GAMING VIRTUAL WOR","INTELLECT LTD","1757-191X","1757-1928","COMMUNICATION","ESCI","194","0.3","Q4","0.23","0"%,
"Argumentation and Advocacy","ARGUMENT ADVOCACY","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1051-1431","2576-8476","COMMUNICATION","ESCI","268","0.3","Q4","0.22","2.22"%,
"Obra Digital-Revista de Comunicacion","OBRA DIGIT-REV COMUN","UNIV VIC","2014-5039","2014-5039","COMMUNICATION","ESCI","58","0.3","Q4","0.19","91.84"%,
"American Journalism","AMER JOURNAL","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0882-1127","2326-2486","COMMUNICATION","ESCI","111","0.3","Q4","0.17","3.23"%,
"Galactica Media-Journal of Media Studies - Galaktika Media-Zhurnal Media Issledovanij","GALACTICA MEDIA","LTD CO SCIENTIFIC INDUSTRIAL ENTERPRISE GENESIS FRONTIER SCIENCE","N/A","2658-7734","COMMUNICATION","ESCI","65","0.3","Q4","0.16","98.77"%,
"International Journal of Marketing Communication and New Media","INT J MARKET COMMUN","INST SUPERIOR ENTRE DOURO & VOUGA","2182-9306","2182-9306","COMMUNICATION","ESCI","61","0.3","Q4","0.14","68.42"%,
"Tripodos","TRIPODOS","UNIV RAMON LLULL, FAC CIENCIES COMUNICACIO BLANQUERNA","1138-3305","2340-5007","COMMUNICATION","ESCI","140","0.3","Q4","0.14","91.67"%,
"Area Abierta","AREA ABIERTA","UNIV COMPLUTENSE MADRID, SERVICIO PUBLICACIONES","1578-8393","1578-8393","COMMUNICATION","ESCI","61","0.3","Q4","0.11","97.96"%,
"Revista Internacional de Relaciones Publicas","REV INT RELAC PUBLIC","UNIV MALAGA, INST INVESTIGACION RELACIONES PUBLICAS","2174-3681","2174-3681","COMMUNICATION","ESCI","87","0.3","Q4","0.08","90.63"%,
"CIC-Cuadernos de Informacion y Comunicacion","CIC-CUAD INF COMUN","UNIV COMPLUTENSE MADRID, SERVICIO PUBLICACIONES","1135-7991","1988-4001","COMMUNICATION","ESCI","87","0.3","Q4","0.07","96.88"%,
"IC-Revista Cientifica de Informacion y Comunicacion","IC-REV CIENT INF COM","UNIV SEVILLA, EDITORIAL","1696-2508","2173-1071","COMMUNICATION","ESCI","50","0.3","Q4","0.07","0"%,
"Journal of Argumentation in Context","J ARGUM CONTEXT","JOHN BENJAMINS PUBLISHING CO","2211-4742","2211-4750","COMMUNICATION","ESCI","96","0.2","Q4","0.3","7.69"%,
"Media History","MEDIA HIST","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1368-8804","1469-9729","COMMUNICATION","ESCI","263","0.2","Q4","0.15","32.43"%,
"Perspectivas de la Comunicacion","PERSPECT COMUN","UNIV FRONTERA","0718-4867","0718-4867","COMMUNICATION","ESCI","72","0.2","Q4","0.1","74.19"%,
"Turkiye Iletisim Arastirmalari Dergisi-Turkish Review of Communication Studies","TURK ILET ARASTIRMAL","MARMARA UNIV, FAC COMMUNICATION","N/A","2630-6220","COMMUNICATION","ESCI","34","0.2","Q4","0.07","97.8"%,
"Documentacion de las Ciencias de la Informacion","DOC CIENC INF","UNIV COMPLUTENSE MADRID, SERVICIO PUBLICACIONES","0210-4210","1988-2890","COMMUNICATION","ESCI","56","0.2","Q4","0.06","100"%,
"Chasqui-Revista Latinoamericana de Comunicacion","CHASQUI-REV LAT COM","CENTRO INT ESTUDIOS SUPERIORES COMUNICACION AMER LATINA-CIESPAL","1390-1079","1390-924X","COMMUNICATION","ESCI","213","0.2","Q4","0.02","0.8"%,
"Plaridel","PLARIDEL","UNIV PHILIPPINES DILIMAN","1656-2534","1656-2534","COMMUNICATION","ESCI","47","0.1","Q4","0.07","30.91"%,
"H-ermes-Journal of Communication","H-ERMES","UNIV STUDI SALENTO","2284-0753","2284-0753","COMMUNICATION","ESCI","21","0.1","Q4","0.06","0"%,
"Comunicacio-Revista de Recerca i d Analisi","COMUNICACIO","SOC CATALANA COMUNICACIO","2014-0304","2014-0444","COMMUNICATION","ESCI","26","0.1","Q4","0.05","0"%,
"Dixit","DIXIT","UNIV CATOLICA URUGUAY, FAC CIENCIAS HUMANAS","1688-3497","0797-3691","COMMUNICATION","ESCI","24","0.1","Q4","0.04","100"%,
"Communiquer","COMMUNIQUER","UNIV QUEBEC MONTREAL-UQAM","N/A","2368-9587","COMMUNICATION","ESCI","28","0.1","Q4","0.03","86.11"%,
"ILEF Dergisi","ILEF DERG","ANKARA UNIV, FAC COMMUNICATION","2148-7219","2458-9209","COMMUNICATION","ESCI","11","0.1","Q4","0.02","88.64"%,
"British Journalism Review","BRIT JOURNAL REV","SAGE PUBLICATIONS LTD","0956-4748","1741-2668","COMMUNICATION","ESCI","44","0.1","Q4","0.01","3.95"%,
"Question","QUESTION","UNIV NACIONAL PLATA, INST INVESTIGACIONES & COMUNICACION-IICOM","1669-6581","1669-6581","COMMUNICATION","ESCI","133","0.1","Q4","0.01","92.12"%,
"Mediaciones Sociales","MEDIAC SOC","UNIV COMPLUTENSE MADRID, SERVICIO PUBLICACIONES","1989-0494","1989-0494","COMMUNICATION","ESCI","45","0.1","Q4","0","100"%,
"Comunicacion y Hombre","COMUN HOMBRE","UNIV FRANCISCO VITORIA","1885-365X","1885-9542","COMMUNICATION","ESCI","51","<0.1","Q4","0.09","76.09"%,
"Revista Comunicacao Midiatica","REV COMUN MIDIATICA","UNIV ESTADUAL PAULISTA JULIO MESQUITA FILHO, FAC ARQUITETURA ARTES & COMUN","2236-8000","2236-8000","COMMUNICATION","ESCI","7","<0.1","Q4","0","0"%,
"Revista Mediacao","REV MEDIACAO","UNIV FUNDACAO MINEIRA EDUCACAO & CULTURA-FUMEC","1676-2827","2179-9571","COMMUNICATION","ESCI","2","<0.1","Q4","0","0"%,
"Westminster Papers in Communication & Culture","WESTMINST PAP COMMUN","UBIQUITY PRESS LTD","1744-6708","1744-6716","COMMUNICATION","ESCI","133","N/A","N/A","2.93","N/A",
"Media Education-Mediaobrazovanie","MEDIA EDUC-RUSS","Cherkas Global Univ Press","1994-4160","1994-4195","COMMUNICATION","ESCI","181","N/A","N/A","0.38","0"%,

Copyright (c) 2026 Clarivate 
By exporting the selected data; you agree to the data usage policy set forth in the Terms of Use 
