"Journal Data Filtered By:  Selected Categories: SOCIAL SCIENCES, INTERDISCIPLINARY Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2024 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2024 JIF,JIF Quartile,2024 JCI,% of Citable OA
"Journal of Behavioral Science","J BEHAV SCI","BEHAVIORAL SCIENCE RESEARCH INST, SRINAKHARINWIROT UNIV","1906-4675","1906-4675","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","286","1.1","Q2","0.46","1.33"%,
"SCIENCE & SOCIETY","SCI SOC","GUILFORD PUBLICATIONS INC","0036-8237","1943-2801","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","693","1.1","Q2","0.41","0"%,
"Acta Informatica Pragensia","ACTA INFORM PRAG","Prague Univ Economics and Business","N/A","1805-4951","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","106","1.1","Q2","0.31","98.67"%,
"Mortality","MORTALITY-UK","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1357-6275","1469-9885","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","598","1","Q2","1.38","37.34"%,
"Creative Industries Journal","CREATIVE IND J","TAYLOR & FRANCIS LTD","1751-0694","1751-0708","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","370","1","Q2","1.33","32.38"%,
"Critical African Studies","CRIT AFR STUD","TAYLOR & FRANCIS LTD","2168-1392","2040-7211","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","341","1","Q2","0.81","26.87"%,
"International Journal of Childrens Rights","INT J CHILD RIGHTS","BRILL","0927-5568","1571-8182","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","685","1","Q2","0.55","31.07"%,
"FWU Journal of Social Sciences","FWU J SOC SCI","SHAHEED BENAZIR BHUTTO WOMEN UNIV","1995-1272","1995-1272","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","268","1","Q2","0.51","97.17"%,
"AMERICAN JOURNAL OF EVALUATION","AM J EVAL","SAGE PUBLICATIONS INC","1098-2140","1557-0878","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","2,248","1","Q2","0.49","11.22"%,
"Measurement-Interdisciplinary Research and Perspectives","MEAS-INTERDISCIP RES","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1536-6367","1536-6359","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","724","1","Q2","0.44","5.32"%,
"International Indigenous Policy Journal","INT INDIG POLICY J","UNIV WESTERN ONTARIO","1916-5781","1916-5781","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","530","1","Q2","0.42","74.07"%,
"Revista de Estudios Sociales","REV ESTUD SOC","UNIV ANDES","0123-885X","1900-5180","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","549","1","Q2","0.33","100"%,
"Law Technology and Humans","LAW TECHNOL HUMANS","QUEENSLAND UNIV TECHNOLOGY","N/A","2652-4074","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","91","0.9","Q3","0.95","95.83"%,
"GLQ-A JOURNAL OF LESBIAN AND GAY STUDIES","GLQ-J LESBIAN GAY ST","DUKE UNIV PRESS","1064-2684","1527-9375","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","1,572","0.9","Q3","0.93","0"%,
"INTERNATIONAL JOURNAL FOR THE SEMIOTICS OF LAW-REVUE INTERNATIONALE DE SEMIOTIQUE JURIDIQUE","INT J SEMIOTIC LAW","SPRINGER","0952-8059","1572-8722","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","564","0.9","Q3","0.9","52.29"%,
"Sexes","SEXES","MDPI","N/A","2411-5118","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","146","0.9","Q3","0.5","100"%,
"Subjectivity","SUBJECTIVITY","PALGRAVE MACMILLAN LTD","1755-6341","1755-635X","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","508","0.9","Q3","0.46","31.48"%,
"Universitas-Revista de Ciencias Sociales y Humanas","UNIVERSITAS","UNIV POLITECNICA SALESIANA ECUADOR-SALESIAN POLYTECNIC UNIV","1390-3837","1390-8634","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","129","0.9","Q3","0.32","98.33"%,
"Zeitschrift fur Sexualforschung","Z SEXUALFORSCH","GEORG THIEME VERLAG KG","0932-8114","1438-9460","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","135","0.9","Q3","0.32","0"%,
"Prisma Social","PRISM SOC","FUNDACION IS&D INVESTIGACION SOCIAL AVANZADA","1989-3469","1989-3469","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","364","0.9","Q3","0.12","1.28"%,
"New Global Studies","NEW GLOB STUD","WALTER DE GRUYTER GMBH","1940-0004","1940-0004","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","117","0.8","Q3","1","11.11"%,
"Social Science Japan Journal","SOC SCI JPN J","OXFORD UNIV PRESS","1369-1465","1468-2680","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","220","0.8","Q3","0.85","26.83"%,
"Longitudinal and Life Course Studies","LONGITUD LIFE COURSE","BRISTOL UNIV PRESS & POLICY PRESS","1757-9597","1757-9597","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","506","0.8","Q3","0.52","23.44"%,
"Voluntary Sector Review","VOLUNT SECT REV","POLICY PRESS","2040-8056","2040-8064","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","352","0.8","Q3","0.46","21.35"%,
"Settler Colonial Studies","SETTL COLON STUD","TAYLOR & FRANCIS AUSTRALIA","2201-473X","1838-0743","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","785","0.8","Q3","0.43","18.84"%,
"JOURNAL OF BLACK STUDIES","J BLACK STUD","SAGE PUBLICATIONS INC","0021-9347","1552-4566","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","1,559","0.8","Q3","0.36","13.27"%,
"TD-The Journal for Transdisciplinary Research in Southern Africa","TD-J TRANSDISCIPL RE","AOSIS","1817-4434","2415-2005","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","228","0.8","Q3","0.23","100"%,
"Island Studies Journal","ISL STUD J","Island Studies Journal","N/A","1715-2593","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","599","0.7","Q3","0.61","94.68"%,
"Jurnal Ilmiah Peuradeun","J ILM PEURADEUN","SCAD INDEPENDENT","2338-8617","2443-2067","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","169","0.7","Q3","0.33","99.41"%,
"Pertanika Journal of Social Science and Humanities","PERTANIKA J SOC SCI","UNIV PUTRA MALAYSIA PRESS","0128-7702","2231-8534","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","976","0.7","Q3","0.29","82.64"%,
"Revista Portuguesa de Investigacao Comportamental e Social","REV PORT INVESTIG CO","INST SUPERIOR MIGUEL TORGA","2183-4938","2183-4938","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","73","0.7","Q3","0.26","98.18"%,
"Electronic Government- an International Journal","ELECTRON GOV-INT J","INDERSCIENCE ENTERPRISES LTD","1740-7494","1740-7508","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","69","0.7","Q3","0.24","2.08"%,
"OBETS-Revista de Ciencias Sociales","OBETS-REV CIENC SOC","UNIV ALICANTE, INST UNIV DESARROLLO SOCIAL & PAZ-IUDESP","1989-1385","1989-1385","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","127","0.7","Q3","0.24","97.96"%,
"Revista Virtual Universidad Catolica del Norte","REV VIRTUAL UNIV CAT","FUNDACION UNIV CATOLICA NORTE","0124-5821","2389-7333","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","191","0.7","Q3","0.19","97.96"%,
"Social Sciences in China","SOC SCI CHINA","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0252-9203","1940-5952","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","918","0.7","Q3","0.19","0.84"%,
"DADOS-REVISTA DE CIENCIAS SOCIAIS","DADOS-REV CIENC SOC","INST UNIV PESQUISAS RIO DE JANEIRO-IUPERJ","0011-5258","1678-4588","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","459","0.7","Q3","0.16","98.78"%,
"HUMAN ORGANIZATION","HUM ORGAN","TAYLOR & FRANCIS LTD","0018-7259","1938-3525","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","1,411","0.6","Q3","0.56","8.28"%,
"Somatechnics","SOMATECHNICS","EDINBURGH UNIV PRESS","2044-0138","2044-0146","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","169","0.6","Q3","0.43","0"%,
"Interdisciplinary Description of Complex Systems","INTERDISCIP DESCR CO","CROATIAN INTERDISCIPLINARY SOC","1334-4684","1334-4676","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","261","0.6","Q3","0.31","98.03"%,
"Journal of Human Values","J HUM VALUES","SAGE PUBLICATIONS INDIA PVT LTD","0971-6858","0973-0737","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","245","0.6","Q3","0.31","9.86"%,
"NEGOTIATION JOURNAL","NEGOTIATION J","MIT PRESS","0748-4526","1571-9979","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","398","0.6","Q3","0.28","51.06"%,
"SOCIAL RESEARCH","SOC RES","JOHNS HOPKINS UNIV PRESS","0037-783X","0037-783X","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","2,533","0.6","Q3","0.28","0"%,
"Girlhood Studies-An Interdisciplinary Journal","GIRLHOOD STUD","BERGHAHN JOURNALS","1938-8209","1938-8322","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","258","0.6","Q3","0.27","1.3"%,
"Human Affairs-Postdisciplinary Humanities & Social Sciences Quarterly","HUM AFF","WALTER DE GRUYTER GMBH","1210-3055","1337-401X","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","310","0.6","Q3","0.27","24.79"%,
"Zeitschrift fuer Technikfolgenabschaetzung in Theorie und Praxis - TATuP","Z TECHN THEOR PRAX","OEKOM VERLAG GMBH","2568-020X","2567-8833","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","94","0.6","Q3","0.26","87.67"%,
"AKADEMIKA","AKADEMIKA-MALAYSIA","PENERBIT UNIV KEBANGSAAN MALAYSIA","0126-5008","0126-8694","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","256","0.6","Q3","0.24","77.14"%,
"Panorama","PANORAMA","INST UNIV POLITECNICO GRANCOLOMBIANO","1909-7433","2145-308X","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","133","0.6","Q3","0.05","40"%,
"Historical Social Research-Historische Sozialforschung","HIST SOC RES","GESIS LEIBNIZ INST SOCIAL SCIENCES","0172-6404","N/A","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","1,239","0.5","Q3","1.46","0"%,
"TRAMES-Journal of the Humanities and Social Sciences","TRAMES-J HUMANIT SOC","ESTONIAN ACAD PUBLISHERS","1406-0922","1736-7514","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","182","0.5","Q3","0.55","100"%,
"American Journal of Play","AM J PLAY","STRONG","1938-0399","1938-0402","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","398","0.5","Q3","0.23","0"%,
"Movimento","MOVIMENTO-PORTO ALEG","UNIV FED RIO GRANDE DO SUL, ESCOLA EDUC FISICA","0104-754X","1982-8918","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","589","0.5","Q3","0.21","94.76"%,
"Laboratorium-Russian Review of Social Research","LAB-RUSS REV SOC RES","INST EUROPEAN RUSSIAN AND EURASIAN STUDIES","2076-8214","2078-1938","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","100","0.5","Q3","0.18","100"%,
"Perfiles Latinoamericanos","PERFILES LATINOAM","FLACSO-MEXICO","0188-7653","2309-4982","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","206","0.5","Q3","0.18","100"%,
"Revista Cientifica General Jose Maria Cordova","REV CIENT GEN JOSE","ESCUELA MILITAR CADETES GENERAL JOSE MARIA CORDOVA","1900-6586","2500-7645","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","134","0.5","Q3","0.18","98.69"%,
"Athenea Digital","ATHENEA DIGIT","UNIV AUTONOMA BARCELONA","1578-8946","1578-8946","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","291","0.5","Q3","0.15","97.67"%,
"Media & Jornalismo","MEDIA JORNAL","COIMBRA UNIV PRESS","1645-5681","2183-5462","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","91","0.5","Q3","0.15","95.24"%,
"SCIENCES SOCIALES ET SANTE","SCI SOC SANTE","JLE","0294-0337","1777-5914","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","152","0.5","Q3","0.13","0"%,
"Iconos","ICONOS","FAC LATINOAMERICANA CIENCIAS SOCIALES-FLACSO, ECUADOR","1390-1249","1390-8065","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","243","0.5","Q3","0.09","97.78"%,
"Travail Genre et Societes","TRAV GENRE SOC","EDITIONS LA DECOUVERTE","1294-6303","1294-6303","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","126","0.5","Q3","0.07","2.22"%,
"Canadian Journal of Program Evaluation","CAN J PROGRAM EVAL","UNIV TORONTO PRESS INC","0834-1516","0834-1516","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","439","0.4","Q3","0.56","1.18"%,
"Global Perspectives","GLOB PERSPECT-US","UNIV CALIFORNIA PRESS","N/A","2575-7350","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","144","0.4","Q3","0.39","34.07"%,
"Journal of Psychosocial Studies","J PSYCHOSOCIAL STUD","BRISTOL UNIV PRESS & POLICY PRESS","1478-6737","1478-6737","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","85","0.4","Q3","0.29","10.53"%,
"Shima-The International Journal of Research into Island Cultures","SHIMA","MACQUARIE UNIV, DIV HUMANITIES","1834-6049","1834-6057","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","196","0.4","Q3","0.28","83.51"%,
"International Journal of Asia Pacific Studies","INT J ASIA PAC STUD","PENERBIT UNIV SAINS MALAYSIA","1823-6243","1823-6243","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","99","0.4","Q3","0.26","97.87"%,
"International Journal of Happiness and Development","INT J HAPPINESS DEV","INDERSCIENCE ENTERPRISES LTD","2049-2790","2049-2804","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","131","0.4","Q3","0.26","0"%,
"Psychoanalysis Culture & Society","PSYCHOANAL CULT SOC","PALGRAVE MACMILLAN LTD","1088-0763","1543-3390","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","246","0.4","Q3","0.25","23.4"%,
"CULTURAL DYNAMICS","CULT DYN","SAGE PUBLICATIONS LTD","0921-3740","1461-7048","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","287","0.4","Q3","0.24","3.33"%,
"Critical Horizons","CRIT HORIZ","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1440-9917","1568-5160","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","198","0.4","Q3","0.23","36.51"%,
"Gateways-International Journal of Community Research and Engagement","GATEWAYS","UNIV TECHNOLOGY, SYDNEY-UTS EPRESS","1836-3393","1836-3393","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","87","0.4","Q3","0.22","100"%,
"International Journal of the Inclusive Museum","INT J INCL MUS","Common Ground Research Networks","1835-2014","1835-2022","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","98","0.4","Q3","0.22","27.78"%,
"TIDSSKRIFT FOR SAMFUNNSFORSKNING","TIDSSKR SAMFUNNSFOR","UNIVERSITETSFORLAGET","0040-716X","1504-291X","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","102","0.4","Q3","0.19","83.33"%,
"Geografia-Malaysian Journal of Society & Space","GEOGRAFIA-MALAYSIA","UNIV KEBANGSAAN MALAYSIA, FAC SOCIAL SCIENCES & HUMANITIES","2180-2491","2682-7727","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","437","0.4","Q3","0.17","0"%,
"GHANA SOCIAL SCIENCE JOURNAL","GHANA SOC SCI J","UNIV GHANA","0855-4730","0855-4730","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","55","0.4","Q3","0.17","0"%,
"Apuntes-Revista de Ciencias Sociales","APUNTES-REV CIENC SO","UNIV PACIFICO - PERU","0252-1865","2223-1757","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","91","0.4","Q3","0.14","96.43"%,
"INTERNATIONAL JOURNAL OF IBERIAN STUDIES","INT J IBER STUD","INTELLECT LTD","1364-971X","1758-9150","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","84","0.4","Q3","0.13","0"%,
"Empiria","EMPIRIA","UNIV NACL EDUCACION & DISTANCIA-UNED, FAC CIENCIAS POLITICAS & SOCIOLOGIA","1139-5737","2174-0682","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","228","0.4","Q3","0.09","43.28"%,
"Sri Lanka Journal of Social Sciences","SRI LANKA J SOC SCI","NATL SCIENCE FOUNDATION SRI LANKA","0258-9710","2478-1169","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","48","0.4","Q3","0.05","95.65"%,
"Revue d Anthropologie des Connaissances","REV ANTHROPOL CONNAI","SOC ANTHROPOLOGIE CONNAISSANCES","1760-5393","1760-5393","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","279","0.4","Q3","0.04","63.25"%,
"Journal of Open Humanities Data","J OPEN HUMANIT DATA","UBIQUITY PRESS LTD","N/A","2059-481X","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","93","0.3","Q3","0.37","97.48"%,
"Makara Hubs-Asia","MAKARA HUBS-ASIA","UNIV INDONESIA","2355-794X","2406-9183","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","60","0.3","Q3","0.31","91.43"%,
"Social Philosophy and Policy","SOC PHILOS POLICY","CAMBRIDGE UNIV PRESS","0265-0525","1471-6437","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","680","0.3","Q3","0.26","36.84"%,
"TELOS-Revista de Estudios Interdisciplinarios en Ciencias Sociales","TELOS-VEN","UNIV DR RAFAEL BELLOSO CHACIN","2343-5763","1317-0570","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","128","0.3","Q3","0.16","94.34"%,
"TEORIJA IN PRAKSA","TEOR PRAKSA","UNIV LJUBLJANA, FAC SOCIAL SCIENCES","0040-3598","0040-3598","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","178","0.3","Q3","0.16","0"%,
"Contemporary Voice of Dalit","CONTEMP VOICE DALIT","SAGE PUBLICATIONS INC","2455-328X","2456-0502","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","171","0.3","Q3","0.15","1.98"%,
"Departures in Critical Qualitative Research","DEPART CRIT QUAL RES","UNIV CALIFORNIA PRESS, JOURNALS DIV","N/A","2333-9497","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","102","0.3","Q3","0.15","2.13"%,
"Masyarakat Kebudayaan dan Politik","MASYARAKAT KEBUDAYAA","Univ Airlangga LIPJPHKI","2086-7050","2528-6013","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","61","0.3","Q3","0.13","92.86"%,
"Zbornik Veleucilista u Rijeci-Journal of the Polytechnics of Rijeka","ZB VELEUC RIJECI","POLYTECHNIC RIJEKA","1848-1299","1849-1723","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","41","0.3","Q3","0.13","98.57"%,
"Journal for New Generation Sciences","J NEW GENER SCI","CENTRAL UNIV TECHNOLOGY, FREE STATE","1684-4998","1684-4998","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","45","0.3","Q3","0.12","0"%,
"Aposta-Revista de Ciencias Sociales","APOSTA","APOSTA","1696-7348","1696-7348","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","101","0.3","Q3","0.11","2.74"%,
"Przeglad Socjologii Jakosciowej","PRZEGL SOC JAKOSC","LODZ UNIV PRESS","N/A","1733-8069","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","66","0.3","Q3","0.1","100"%,
"Revista Mexicana de Ciencias Politicas y Sociales","REV MEX CIENC POLIT","UNAM, FAC CIENCIAS POLITICAS & SOCIALES","0185-1918","0185-1918","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","278","0.3","Q3","0.1","99.23"%,
"Journal of the Statistical and Social Inquiry Society of Ireland","J STAT SOC INQ SO I","STATISTICAL & SOCIAL INQUIRY SOC IRELAND","0081-4776","0081-4776","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","81","0.3","Q3","0.09","0"%,
"Revista Universidad y Sociedad","REV UNIV SOC","UNIV CIENFUEGOS","2218-3620","2218-3620","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","705","0.3","Q3","0.09","0.1"%,
"Acciones e Investigaciones Sociales","ACCIONES INVEST SOC","UNIV ZARAGOZA, ESCUELA UNIV ESTUDIOS SOCIALES","1132-192X","2340-4507","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","33","0.3","Q3","0.07","96.88"%,
"Revista Critica de Ciencias Sociais","REV CRIT CIENC SOC","CENTRO ESTUDOS SOCIAIS, FAC ECONOMIA","0254-1106","2182-7435","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","287","0.3","Q3","0.07","86.89"%,
"ReiDoCrea-Revista Eectronica de Investigacion y Docencia Creativa","REIDOCREA","UNIV GRANADA, FAC CIENCIAS EDUCACION","2254-5883","2254-5883","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","116","0.3","Q3","0.06","1.34"%,
"Astrolabio-Nueva Epoca","ASTROLABIO-NUEVA EPO","UNIV NAC CORDOBA, CENTRO ESTUDIOS AVANZADOS","1668-7515","1668-7515","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","85","0.3","Q3","0.04","58.82"%,
"Revista Latinoamericana de Metodologia de las Ciencias Sociales","REV LATINOAM METOD S","UNIV NAC LA PLATA, FAC HUMANIDADES & CIENCIAS EDUC","1853-7863","1853-7863","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","57","0.3","Q3","0.04","100"%,
"Revista Rupturas","REV RUPTURAS","UNIV ESTATAL DISTANCIA","2215-2466","2215-2466","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","43","0.3","Q3","0.01","13.64"%,
"Grounded Theory Review","GROUNDED THEORY REV","SOCIOLOGY PRESS","1556-1550","1556-1550","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","210","0.2","Q4","0.2","9.38"%,
"SOUTH AFRICAN JOURNAL FOR RESEARCH IN SPORT PHYSICAL EDUCATION AND RECREATION","S AFR J RES SPORT PH","STELLENBOSCH UNIV","0379-9069","N/A","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","251","0.2","Q4","0.18","10"%,
"Journal of Nonprofit Education and Leadership","J NONPROFIT ED LEARN","SAGAMORE PUBLISHING LLC","2374-7838","2157-0604","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","122","0.2","Q4","0.17","0"%,
"Zeitschrift fur Evaluation","Z EVAL","WAXMANN VERLAG GMBH","1619-5515","1619-5515","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","28","0.2","Q4","0.11","0"%,
"ASR Chiang Mai University Journal of Social Sciences and Humanities","ASR CHIANG MAI UNIV","CHIANG MAI UNIV, FAC SCIENCE","2408-1469","2408-1469","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","26","0.2","Q4","0.1","96.72"%,
"Economia Sociedad y Territorio","ECON SOC TERRIT","COLEGIO MEXIQUENSE AC","1405-8421","2448-6183","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","202","0.2","Q4","0.09","99.08"%,
"Noesis-Revista de Ciencias Sociales y Humanidades","NOESIS-REV CIENC SOC","UNIV AUTONOMA CIUDAD JUAREZ, INST CIENCIAS SOCIALES & ADM","0188-9834","2395-8669","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","60","0.2","Q4","0.08","97.22"%,
"Revista Tecnologia e Sociedade","REV TECNOL SOC","UNIV TECNOLOGICA FED PARANA-UTFPR","1809-0044","1984-3526","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","105","0.2","Q4","0.08","84.62"%,
"Andamios","ANDAMIOS","UNIV AUTONOMA CIUDAD MEXICO","1870-0063","2594-1917","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","221","0.2","Q4","0.06","92.86"%,
"Insan & Toplum-The Journal of Humanity & Society","INSAN TOPLUM","ILEM","2146-7099","2602-2745","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","48","0.2","Q4","0.06","98.15"%,
"Novos Cadernos NAEA","NOVOS CAD NAEA","UNIV FEDERAL PARA","1516-6481","2179-7536","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","95","0.2","Q4","0.06","0"%,
"ACTES DE LA RECHERCHE EN SCIENCES SOCIALES","ACTES RECH SCI SOC","EDITIONS SEUIL","0335-5322","1955-2564","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","775","0.2","Q4","0.05","0"%,
"Ciencia UNEMI","CIENC UNEMI","UNIV ESTATAL MILAGRO, DEPT INVESTIGACION DESARROLLO & INNOVACION","1390-4272","2528-7737","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","52","0.2","Q4","0.05","55.7"%,
"Revista San Gregorio","REV SAN GREGORIO","UNIV SAN GREGORIO PORTOVIEJO","1390-7247","2528-7907","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","97","0.2","Q4","0.05","60.22"%,
"Revue Europeenne des Sciences Sociales","REV EUR SCI SOC","LIBRAIRIE DROZ SA","0048-8046","1663-4446","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","106","0.2","Q4","0.05","50"%,
"Areas-Revista Internacional de Ciencias Sociales","AREAS","UNIV MURCIA","0211-6707","1989-6190","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","46","0.2","Q4","0.04","97.67"%,
"Debats-Revista de Cultura Poder i Societat","DEBATS","INST ALFONS MAGNANIM, CENTRE VALENCIA ESTUDIS INVESTIGACIO","0212-0585","2530-3074","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","55","0.2","Q4","0.04","92.31"%,
"EurAmerica","EURAMERICA","INST EUROPEAN & AMER STUDIES","1021-3058","1991-7864","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","40","0.2","Q4","0.04","0"%,
"Logos Ciencia & Tecnologia","LOGOS CIENC TECNOL","POLICIA NAC COLOMBIA","2145-549X","2422-4200","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","95","0.2","Q4","0.03","75.28"%,
"Revista Ra Ximhai","REV RA XIMHAI","UNIV AUTONOMA INDIGENA MEXICO","1665-0441","1665-0441","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","199","0.2","Q4","0.03","97.26"%,
"Ciencia Ergo-Sum","CIENC ERGO-SUM","UNIV AUTONOMA ESTADO MEXICO","1405-0269","2395-8782","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","131","0.2","Q4","0.02","48.25"%,
